user_id, o, c, e, a, n, cpb-i, cpb-o, dis_ocean, dis_os, email_ratio, cnt_send, cnt_s_size, cnt_s_attach, cnt_s_days
TLK0993,41.0,36.0,40.0,35.0,22.0,-17.83,-34.9,258.884776577,198.0,210.0,6302824.0,0.0,127.0,
WAB0143,43.0,43.0,24.0,22.0,33.0,-15.32,-26.06,350.444098434,194.0,11.0,308584.0,0.0,11.0,
RAG0275,23.0,38.0,35.0,41.0,32.0,-14.18,-28.44,391.034668951,220.0,15.0,465115.0,10.0,14.0,
LQC0479,27.0,38.0,34.0,17.0,36.0,-4.35,-17.6,611.66085321,436.0,150.0,4394992.0,0.0,108.0,
KWC0004,23.0,38.0,39.0,20.0,27.0,-5.35,-22.66,570.987287489,414.0,29.0,861662.0,4.0,26.0,
CJK0200,40.0,29.0,24.0,38.0,31.0,-19.54,-26.65,304.190111834,204.0,13.0,311053.0,0.0,13.0,
FEB0306,40.0,42.0,26.0,25.0,31.0,-15.53,-27.28,83.2030147055,122.0,22.0,657660.0,19.0,22.0,
NKH0807,45.0,44.0,40.0,22.0,20.0,-15.2,-35.03,244.844466815,180.0,155.0,4822638.0,83.0,103.0,
JMC0925,33.0,10.0,23.0,19.0,31.0,-6.48,-8.63,475.698273069,260.0,16.0,511314.0,16.0,16.0,
SBH0537,34.0,21.0,14.0,13.0,33.0,-7.73,-9.24,519.59571615,294.0,34.0,1028561.0,28.0,28.0,
JJB0700,15.0,19.0,39.0,37.0,28.0,-6.98,-18.8,114.625893079,62.0,7.0,201141.0,16.0,7.0,
AIS0405,40.0,45.0,14.0,37.0,35.0,-23.21,-30.2,141.55551165,120.0,7.0,201189.0,2.0,7.0,
HAH0760,34.0,17.0,22.0,37.0,30.0,-16.13,-19.69,225.109252094,154.0,25.0,729218.0,24.0,24.0,
AHD0848,24.0,30.0,49.0,16.0,30.0,0.57,-17.54,121.724937686,90.0,27.0,719499.0,37.0,22.0,
LDM0587,49.0,20.0,23.0,21.0,26.0,-14.94,-20.2,145.718495488,136.0,16.0,464035.0,3.0,14.0,
AJN0607,45.0,42.0,16.0,47.0,23.0,-30.91,-40.11,783.460321935,422.0,155.0,4621789.0,151.0,98.0,
EIS0041,41.0,44.0,17.0,48.0,30.0,-28.53,-37.23,448.801743119,336.0,381.0,11104725.0,312.0,148.0,
MLG0475,45.0,16.0,18.0,19.0,25.0,-13.73,-16.49,68.2014964143,60.0,4.0,161060.0,1.0,4.0,
EPW0434,32.0,36.0,38.0,22.0,33.0,-7.4,-21.91,94.5931300999,78.0,16.0,505999.0,11.0,14.0,
JAM0382,25.0,23.0,41.0,17.0,23.0,-2.72,-17.45,315.278229228,168.0,11.0,307857.0,4.0,11.0,
NCK0295,31.0,30.0,38.0,36.0,34.0,-11.92,-24.29,124.632903113,134.0,18.0,508185.0,0.0,18.0,
LJT0817,39.0,43.0,38.0,39.0,24.0,-20.09,-37.94,398.197300677,284.0,155.0,4646554.0,173.0,100.0,
CAM0102,31.0,44.0,19.0,15.0,27.0,-11.56,-22.85,243.227502547,160.0,12.0,402582.0,0.0,11.0,
SOG0411,26.0,19.0,21.0,24.0,23.0,-10.39,-16.41,404.307416381,266.0,80.0,2419170.0,64.0,63.0,
KSH0569,15.0,39.0,23.0,14.0,22.0,-5.73,-19.07,286.631480887,150.0,25.0,720598.0,45.0,21.0,
BDI0533,37.0,36.0,15.0,41.0,19.0,-26.18,-34.77,270.707185517,230.0,75.0,2280419.0,76.0,60.0,
PMJ0564,30.0,21.0,40.0,14.0,39.0,0.98,-8.95,529.226065116,254.0,46.0,1557610.0,48.0,37.0,
HGG0240,20.0,26.0,24.0,36.0,31.0,-12.2,-19.51,462.791740411,304.0,108.0,3175272.0,85.0,75.0,
MGS0974,17.0,39.0,39.0,40.0,27.0,-12.31,-29.8,222.647010446,120.0,9.0,292395.0,13.0,9.0,
DHM0937,43.0,22.0,21.0,15.0,24.0,-11.86,-17.82,331.205090569,236.0,211.0,6642060.0,118.0,125.0,
ENC0234,21.0,23.0,32.0,19.0,23.0,-4.63,-16.19,314.042223113,220.0,15.0,524767.0,1.0,15.0,
CEB0210,42.0,24.0,44.0,23.0,34.0,-7.17,-19.79,400.96475448,264.0,16.0,518457.0,7.0,15.0,
YJV0699,17.0,25.0,30.0,13.0,31.0,0.25,-9.61,19.0787840283,30.0,1.0,24428.0,0.0,1.0,
BMT0528,33.0,25.0,39.0,25.0,30.0,-7.7,-20.08,251.629343183,230.0,62.0,1980046.0,70.0,55.0,
CJC0494,40.0,39.0,39.0,42.0,42.0,-16.47,-29.32,742.671166847,510.0,378.0,11205801.0,263.0,183.0,
SOB0360,42.0,22.0,40.0,16.0,32.0,-5.32,-16.5,407.417931821,276.0,169.0,5272994.0,0.0,114.0,
GCS0571,22.0,18.0,16.0,23.0,32.0,-7.69,-9.73,148.06068655,136.0,30.0,880535.0,8.0,27.0,
BJP0134,42.0,17.0,44.0,21.0,39.0,-3.99,-13.54,144.488622068,118.0,13.0,358079.0,9.0,13.0,
KBP0008,23.0,18.0,40.0,11.0,34.0,3.65,-7.0,608.802939328,286.0,21.0,693075.0,9.0,18.0,
FLM0213,20.0,41.0,46.0,15.0,24.0,-1.75,-23.43,442.064361082,228.0,17.0,465764.0,10.0,16.0,
RRP0568,43.0,50.0,38.0,18.0,33.0,-11.22,-29.18,238.770697583,150.0,24.0,807926.0,33.0,20.0,
MCF0600,39.0,49.0,13.0,26.0,27.0,-20.99,-30.84,158.927358484,122.0,26.0,783943.0,10.0,25.0,
SAA0999,20.0,17.0,34.0,11.0,36.0,3.69,-4.15,390.316490348,214.0,154.0,4518331.0,177.0,95.0,
THR0873,37.0,44.0,21.0,40.0,38.0,-20.97,-29.67,485.235310282,390.0,192.0,5627201.0,183.0,115.0,
KRM0541,40.0,20.0,38.0,36.0,23.0,-15.66,-27.31,386.477832333,244.0,152.0,4578383.0,31.0,97.0,
KSP0966,42.0,36.0,19.0,24.0,35.0,-15.53,-22.01,67.1810184278,60.0,13.0,355026.0,0.0,12.0,
LOF0311,41.0,15.0,36.0,10.0,32.0,-2.32,-10.23,508.684328237,320.0,176.0,5117401.0,110.0,114.0,
MBR0724,33.0,44.0,18.0,35.0,31.0,-20.05,-29.55,20.8566536146,30.0,10.0,273141.0,0.0,10.0,
FSC0601,37.0,30.0,37.0,15.0,30.0,-5.9,-18.94,416.483894461,298.0,138.0,4080322.0,35.0,90.0,
MLP0668,40.0,17.0,16.0,43.0,33.0,-21.29,-21.52,516.334555864,284.0,247.0,7134198.0,264.0,154.0,
CUD0795,12.0,40.0,30.0,44.0,24.0,-15.66,-30.96,452.83378988,224.0,14.0,467493.0,13.0,14.0,
AKR0057,50.0,41.0,20.0,18.0,30.0,-17.1,-26.22,508.637915269,264.0,16.0,432084.0,11.0,16.0,
GZC0735,44.0,16.0,15.0,27.0,25.0,-17.62,-19.16,794.444007822,480.0,286.0,8520426.0,280.0,141.0,
HLH0512,15.0,42.0,36.0,22.0,32.0,-4.0,-20.53,387.808774602,258.0,97.0,2863356.0,74.0,82.0,
NJB0243,23.0,35.0,37.0,24.0,34.0,-5.41,-19.45,352.906465205,250.0,112.0,3365701.0,29.0,84.0,
GCS0518,41.0,36.0,23.0,38.0,21.0,-23.61,-34.56,212.648551177,206.0,62.0,2016437.0,0.0,56.0,
NMC0486,42.0,10.0,23.0,21.0,27.0,-11.0,-13.58,709.16080398,442.0,308.0,9092986.0,0.0,175.0,
KMB0922,43.0,43.0,17.0,24.0,27.0,-19.37,-28.86,215.474914271,160.0,9.0,231954.0,8.0,8.0,
CFM0767,46.0,23.0,22.0,35.0,29.0,-20.07,-24.98,76.7833869342,62.0,15.0,554885.0,3.0,15.0,
HAD0246,44.0,39.0,32.0,45.0,38.0,-21.67,-32.59,418.211580516,262.0,189.0,5486233.0,209.0,137.0,
ANP0555,13.0,40.0,42.0,23.0,28.0,-2.97,-22.16,447.224253171,276.0,170.0,5303644.0,0.0,105.0,
LBF0214,18.0,44.0,18.0,38.0,28.0,-17.56,-28.44,826.480065275,436.0,29.0,821880.0,13.0,29.0,
DJB0159,20.0,37.0,27.0,38.0,37.0,-12.63,-22.71,490.21079327,312.0,21.0,666281.0,17.0,20.0,
BWP0202,20.0,36.0,15.0,25.0,28.0,-12.04,-19.73,393.694519584,242.0,501.0,14818733.0,355.0,191.0,
FFC0891,38.0,10.0,39.0,50.0,39.0,-15.39,-20.75,423.349869711,274.0,49.0,1495122.0,50.0,44.0,
AJR0932,46.0,30.0,35.0,12.0,29.0,-8.05,-20.19,347.640395272,218.0,110.0,3352356.0,0.0,93.0,
CQH0730,21.0,18.0,37.0,49.0,27.0,-14.52,-25.01,982.288136929,552.0,285.0,8439779.0,97.0,135.0,
JCR0289,32.0,43.0,33.0,33.0,29.0,-15.46,-30.78,173.148467052,138.0,23.0,710206.0,12.0,23.0,
AES0827,39.0,40.0,34.0,38.0,23.0,-20.42,-36.2,134.245305422,138.0,18.0,570644.0,0.0,18.0,
SLP0762,26.0,13.0,40.0,18.0,26.0,-1.38,-12.18,139.440350271,86.0,18.0,564058.0,24.0,17.0,
CLD0894,19.0,21.0,50.0,16.0,36.0,5.2,-9.63,300.001630074,236.0,77.0,2211533.0,0.0,65.0,
LCD0622,30.0,26.0,13.0,14.0,26.0,-9.69,-14.02,536.926969424,322.0,171.0,5359214.0,0.0,106.0,
CMB0912,46.0,43.0,16.0,22.0,31.0,-18.7,-26.79,700.101956939,384.0,280.0,8309868.0,240.0,168.0,
ZKS0899,47.0,20.0,42.0,43.0,30.0,-18.09,-29.12,215.374238899,236.0,69.0,2024248.0,14.0,53.0,
JCV0245,40.0,44.0,22.0,20.0,27.0,-15.66,-27.51,337.474139933,238.0,107.0,3216217.0,19.0,79.0,
AMH0794,43.0,42.0,33.0,40.0,31.0,-21.13,-35.02,383.34866234,240.0,15.0,389893.0,14.0,15.0,
FKB0163,39.0,35.0,25.0,39.0,22.0,-22.54,-33.8,224.935671584,170.0,10.0,304569.0,4.0,10.0,
AKC0924,40.0,44.0,35.0,37.0,27.0,-19.72,-36.04,160.567695153,124.0,9.0,228715.0,6.0,9.0,
ILR0304,20.0,22.0,18.0,46.0,30.0,-17.6,-21.6,215.470366492,138.0,20.0,603717.0,4.0,20.0,
AJF0370,37.0,33.0,11.0,15.0,36.0,-11.44,-14.32,527.889573093,336.0,143.0,4230138.0,115.0,104.0,
OKC0107,32.0,40.0,16.0,47.0,35.0,-23.81,-30.34,428.629414655,306.0,221.0,6693490.0,150.0,131.0,
OCS0865,29.0,24.0,43.0,35.0,32.0,-9.16,-22.28,648.387590385,442.0,169.0,5151088.0,159.0,106.0,
UJC0737,16.0,12.0,12.0,38.0,25.0,-14.06,-14.55,681.818640763,344.0,200.0,6040229.0,137.0,100.0,
MCF0327,39.0,41.0,24.0,44.0,25.0,-25.18,-36.96,470.625429647,296.0,210.0,6120783.0,0.0,125.0,
SGS0268,47.0,45.0,30.0,19.0,22.0,-16.69,-32.6,320.740986497,200.0,10.0,294145.0,2.0,10.0,
BNG0237,39.0,36.0,36.0,47.0,27.0,-22.19,-36.49,501.877052044,324.0,133.0,3817466.0,177.0,91.0,
OSH0655,16.0,21.0,42.0,39.0,28.0,-7.71,-21.11,279.669962319,168.0,40.0,1195923.0,23.0,36.0,
CSB0080,35.0,19.0,39.0,34.0,36.0,-9.77,-18.81,320.270810974,250.0,123.0,3547830.0,0.0,86.0,
ERH0449,44.0,15.0,35.0,17.0,25.0,-8.16,-17.02,99.4336235969,92.0,6.0,147048.0,0.0,6.0,
EGK0893,21.0,30.0,11.0,47.0,27.0,-22.08,-26.35,310.332922083,220.0,73.0,2238926.0,6.0,54.0,
MMB0488,21.0,18.0,16.0,24.0,27.0,-9.02,-12.24,645.635588389,458.0,300.0,9065091.0,152.0,156.0,
AAM0658,43.0,35.0,37.0,36.0,22.0,-19.45,-35.01,87.4213001983,92.0,29.0,917358.0,24.0,28.0,
ESA0642,32.0,14.0,44.0,30.0,32.0,-6.06,-16.7,241.539709444,200.0,28.0,865756.0,0.0,26.0,
CRK0916,32.0,46.0,26.0,19.0,32.0,-10.95,-24.11,54.7458557415,40.0,2.0,55060.0,0.0,2.0,
BBH0810,40.0,25.0,10.0,21.0,32.0,-14.85,-15.77,293.876841907,204.0,143.0,4385764.0,0.0,86.0,
JRF0835,44.0,33.0,18.0,37.0,18.0,-25.57,-34.39,122.132870145,122.0,17.0,599878.0,13.0,17.0,
SJC0333,22.0,39.0,31.0,36.0,29.0,-13.61,-27.51,165.67982079,120.0,8.0,263489.0,0.0,7.0,
HCS0003,35.0,28.0,14.0,15.0,30.0,-10.73,-14.8,654.983194974,340.0,22.0,649815.0,16.0,21.0,
EMB0531,31.0,41.0,31.0,36.0,36.0,-14.95,-27.35,200.576125078,182.0,54.0,1654792.0,59.0,44.0,
JIM0095,10.0,18.0,21.0,15.0,35.0,1.32,-2.64,693.678444764,316.0,18.0,604232.0,5.0,18.0,
KJS0618,19.0,15.0,20.0,10.0,37.0,1.48,-0.46,822.277710436,450.0,188.0,5601981.0,127.0,107.0,
EBC0390,40.0,40.0,40.0,22.0,33.0,-9.94,-25.91,475.346232611,300.0,17.0,534239.0,0.0,17.0,
WGS0516,11.0,20.0,39.0,20.0,29.0,1.61,-10.8,170.575811297,174.0,55.0,1515757.0,0.0,50.0,
NGF0157,45.0,38.0,22.0,46.0,32.0,-26.18,-34.43,339.456524298,192.0,13.0,417626.0,7.0,11.0,
KAT0489,22.0,41.0,36.0,23.0,26.0,-7.81,-25.07,440.021114713,318.0,287.0,8540207.0,303.0,149.0,
CCH0685,47.0,24.0,42.0,34.0,29.0,-15.1,-27.66,394.257753522,292.0,147.0,4326280.0,152.0,98.0,
DMM0623,36.0,27.0,21.0,39.0,30.0,-19.44,-25.29,668.758006582,590.0,161.0,4746300.0,182.0,107.0,
SAH0599,13.0,22.0,44.0,18.0,22.0,1.12,-15.25,122.723462067,90.0,14.0,412299.0,10.0,14.0,
CPG0322,17.0,13.0,19.0,24.0,36.0,-4.11,-5.17,843.902314959,500.0,171.0,5001071.0,147.0,119.0,
OBH0499,35.0,18.0,41.0,16.0,34.0,-1.85,-12.17,443.222842965,274.0,278.0,8304931.0,252.0,152.0,
SNS0129,26.0,10.0,43.0,35.0,30.0,-6.5,-16.31,424.267288069,226.0,13.0,398851.0,11.0,13.0,
PKB0429,34.0,42.0,43.0,40.0,22.0,-18.09,-38.2,238.793158892,174.0,24.0,792876.0,19.0,22.0,
NAH0503,33.0,17.0,23.0,35.0,38.0,-12.8,-14.98,554.090005126,342.0,281.0,8340478.0,259.0,158.0,
FRB0023,45.0,14.0,12.0,14.0,14.0,-15.4,-18.01,145.437055731,72.0,4.0,104810.0,4.0,4.0,
CWB0065,50.0,33.0,14.0,20.0,23.0,-19.86,-26.09,357.099947557,216.0,12.0,323393.0,2.0,12.0,
ATP0662,17.0,16.0,41.0,20.0,39.0,3.35,-6.08,597.772582726,352.0,145.0,4331193.0,147.0,103.0,
DPM0423,37.0,38.0,38.0,15.0,27.0,-7.65,-23.99,471.966321237,290.0,77.0,2424039.0,71.0,66.0,
WKF0012,37.0,44.0,20.0,45.0,23.0,-26.97,-38.65,614.377338456,370.0,261.0,7778440.0,141.0,160.0,
AKF0709,42.0,31.0,29.0,22.0,32.0,-12.09,-21.6,11.401754251,30.0,5.0,144184.0,0.0,5.0,
JMH0543,44.0,25.0,37.0,13.0,34.0,-5.38,-15.79,408.396721347,236.0,210.0,6111330.0,59.0,120.0,
CJF0802,36.0,39.0,38.0,43.0,21.0,-20.99,-38.48,464.793927173,244.0,17.0,462223.0,15.0,16.0,
IRM0931,44.0,46.0,33.0,35.0,30.0,-20.16,-35.45,529.076224145,372.0,316.0,9542485.0,313.0,188.0,
FQA0854,41.0,38.0,30.0,34.0,26.0,-19.26,-32.29,270.577260091,250.0,165.0,5149265.0,152.0,102.0,
GRC0145,30.0,43.0,24.0,46.0,27.0,-23.18,-35.47,464.8460669,258.0,17.0,501361.0,33.0,16.0,
BLS0678,35.0,17.0,43.0,28.0,31.0,-7.07,-18.3,334.090888499,190.0,97.0,2934890.0,100.0,73.0,
HJB0742,41.0,40.0,16.0,21.0,30.0,-16.53,-24.28,479.147168735,424.0,206.0,6421721.0,141.0,107.0,
KKS0119,15.0,28.0,39.0,33.0,27.0,-6.94,-21.59,335.018341919,208.0,13.0,376476.0,30.0,13.0,
RAB0589,36.0,35.0,26.0,14.0,31.0,-8.48,-18.69,131.102155875,148.0,165.0,4982459.0,113.0,147.0,
DBB0384,40.0,41.0,28.0,37.0,27.0,-20.99,-33.88,429.80990695,328.0,20.0,572912.0,6.0,18.0,
TRK0914,40.0,19.0,14.0,33.0,30.0,-18.53,-19.47,447.975769996,248.0,17.0,587854.0,16.0,16.0,
BSA0431,50.0,41.0,19.0,40.0,29.0,-27.05,-35.59,262.224484599,194.0,25.0,694058.0,6.0,23.0,
CIM0926,31.0,25.0,41.0,17.0,31.0,-2.92,-16.07,296.92499658,172.0,11.0,291044.0,1.0,10.0,
CFG0959,42.0,21.0,24.0,17.0,20.0,-12.47,-20.19,63.7367596557,60.0,10.0,294200.0,9.0,10.0,
VMJ0147,23.0,28.0,37.0,22.0,24.0,-5.83,-20.25,357.021131995,212.0,15.0,466490.0,16.0,13.0,
SAT0194,14.0,19.0,36.0,23.0,35.0,0.27,-9.16,407.824308135,208.0,15.0,460679.0,13.0,14.0,
HBO0413,41.0,35.0,18.0,15.0,18.0,-15.53,-25.5,510.146223841,286.0,58.0,1747001.0,0.0,52.0,
DZC0228,37.0,37.0,34.0,21.0,38.0,-8.43,-20.36,331.851037179,252.0,14.0,379482.0,3.0,13.0,
TEB0251,44.0,50.0,22.0,13.0,36.0,-12.65,-24.05,242.752323022,154.0,96.0,2892484.0,77.0,73.0,
MNR0829,41.0,33.0,40.0,15.0,23.0,-8.51,-24.91,122.641214607,106.0,20.0,589181.0,7.0,20.0,
DOP0562,42.0,16.0,37.0,39.0,31.0,-15.24,-23.4,322.472111946,202.0,23.0,672516.0,9.0,20.0,
UAD0771,46.0,34.0,15.0,30.0,31.0,-20.95,-25.99,97.0109383913,78.0,16.0,438713.0,18.0,15.0,
ALD0544,16.0,18.0,18.0,13.0,32.0,-1.09,-4.37,607.637374686,328.0,143.0,4254419.0,135.0,97.0,
LCB0664,16.0,19.0,36.0,24.0,32.0,-1.48,-11.48,762.482715816,488.0,202.0,6066415.0,126.0,112.0,
HCL0113,43.0,22.0,40.0,39.0,34.0,-15.03,-25.24,309.692604234,230.0,225.0,7149232.0,113.0,136.0,
TSB0437,26.0,23.0,16.0,30.0,26.0,-14.14,-18.62,25.0,30.0,6.0,223682.0,2.0,5.0,
EZH0736,44.0,41.0,37.0,19.0,31.0,-11.24,-26.7,566.136722736,492.0,271.0,8042792.0,98.0,120.0,
JCG0316,47.0,36.0,32.0,25.0,33.0,-14.69,-26.17,480.276052087,380.0,140.0,4307615.0,143.0,94.0,
MSG0839,42.0,46.0,19.0,39.0,29.0,-25.02,-35.38,85.7490603781,106.0,19.0,553663.0,8.0,19.0,
LJJ0905,43.0,36.0,12.0,22.0,30.0,-17.92,-22.95,403.128197836,266.0,85.0,2450656.0,80.0,73.0,
HCM0267,36.0,45.0,39.0,20.0,32.0,-9.17,-26.64,435.079260267,292.0,252.0,7515466.0,273.0,146.0,
MTB0620,38.0,44.0,41.0,50.0,28.0,-22.97,-41.12,747.625837872,430.0,158.0,4682035.0,146.0,97.0,
CCH0182,42.0,44.0,47.0,23.0,29.0,-10.82,-31.3,67.4275976935,32.0,2.0,51467.0,1.0,2.0,
CAM0681,41.0,43.0,45.0,10.0,28.0,-5.51,-25.51,631.342562008,372.0,146.0,4363414.0,121.0,95.0,
LBH0942,40.0,42.0,23.0,30.0,29.0,-18.91,-29.91,488.457366756,396.0,405.0,12318311.0,126.0,220.0,
