user_id,Pred,Labels,Risk_DF_Value
RHL0992,-1,1,-0.005046047641054097,
GHL0460,-1,1,-0.00525063910406165,
JLM0364,-1,1,-0.005258678916828963,
EGD0409,-1,-1,-0.005351159655501814,
MPM0220,-1,1,-0.00547436597840445,
MVH0373,-1,-1,-0.006723111871179244,
DAR0885,-1,-1,-0.006922613116752352,
IJM0776,-1,1,-0.008928371193313023,
PNL0301,-1,1,-0.011292638493909823,
MBW0809,-1,-1,-0.01167208289937971,
MAD0496,-1,-1,-0.011776182789157152,
HRD0635,-1,-1,-0.012114298706848992,
EHB0824,-1,1,-0.013318656570229459,
RAR0725,-1,1,-0.013318656570619813,
WRM0963,-1,-1,-0.013318656570626253,
CFW0264,-1,-1,-0.013318656571796872,
JRH0455,-1,-1,-0.013318656571950527,
AAS0442,-1,-1,-0.01331865657197251,
BQS0525,-1,-1,-0.013318656572009369,
EDA0684,-1,-1,-0.013318656572282261,
LPH0572,-1,-1,-0.013318656572311571,
DGM0754,-1,-1,-0.013318656572531617,
VFM0814,-1,-1,-0.02153021963841617,
BCB0679,-1,-1,-0.03978370244172136,
XWD0923,-1,-1,-0.1516085531953253,
BSS0369,-1,1,-0.27019345988054577,
VSA0230,-1,-1,-0.3370522396262645,
VSS0154,-1,1,-0.614991779606211,
AKR0057,-1,1,-0.6597664916979433,
DRR0162,-1,1,-0.6627149781475286,
YIC0195,-1,-1,-0.7227709979669581,
JMH0543,-1,-1,-0.7267212231726636,
ENC0234,-1,-1,-0.7402848996242226,
RKF0164,-1,-1,-0.7662938541237001,
WDD0366,-1,1,-1.145014385742033,
CCA0046,-1,1,-1.1577229512121836,
ABC0174,-1,1,-1.642211178651075,
