user_id,CPB-I,CPB-O,JS_Score,Team_CPB-I-mean,Team_CPB-O-mean,Users-less-mean-A,Users-less-mean-A and C,Users-less-mean-C,Users-High-mean-N,Team_CPB-I-median,Team_CPB-O-median,leader-CPB-I,leader-CPB-O,dis_ocean,avg_dis_ocean,dis_os,avg_dis_os,email_ratio,cnt_send,cnt_recv,cnt_s_size,cnt_r_size,cnt_s_attach,cnt_r_attach, cnt_s_days,cnt_r_days,cnt_email_days,cnt_late_days,cnt_early_days,month_work_days,
SJC0232,1.81,-6.4,5.42,0,0,0,0,0,0,0,0,-10.7,-27.12,24.4725721334,0.287912613334,0.28190721718,0.00331655549623,0.426086956522,1.31764705882,0.470588235294,24041.1939148,149121.182353,0.0,0.2,0.964705882353,0.388235294118,1.25882352941,0.0,0.0,356.0,
SKB1024,-15.3,-25.35,13.83,-11.667499999999999,-22.003499999999995,9,6,11,11,-13.585,-24.490000000000002,-2.14,-11.06,10.7587517008,0.298854213912,0.254693593253,0.00707482203481,-0.179487179487,2.44444444444,3.58333333333,68203.5239464,270812.589564,1.19444444444,0.861111111111,2.22222222222,3.19444444444,4.75,108.0,126.0,356.0,
JSB0803,-11.86,-22.5,15.36,-12.654499999999997,-22.616999999999997,12,7,10,9,-15.274999999999999,-23.870000000000005,-16.85,-21.41,16.9476040224,0.287247525803,0.254693593253,0.00431684056361,0.135922330097,6.94915254237,4.10169491525,499210.593077,176241.152462,6.69491525424,1.4406779661,3.96610169492,3.01694915254,5.22033898305,3.0,4.0,356.0,
NBP0252,-12.76,-26.31,16.34,0,0,0,0,0,0,0,0,-11.45,-26.73,14.9930491739,0.29398135635,1.0,0.0196078431373,0.0691823899371,2.3137254902,2.1568627451,131838.726533,52363.4337195,0.352941176471,0.490196078431,1.66666666667,1.45098039216,2.58823529412,143.0,174.0,367.0,
CAH0595,-8.91,-23.0,13.28,-13.376315789473683,-23.96,9,5,6,8,-17.6,-26.650000000000002,-1.28,-4.25,16.2052521455,0.311639464337,0.30438175398,0.00585349526885,0.0606060606061,5.40384615385,6.11538461538,21828.1182106,167083.171172,0.0,1.53846153846,2.69230769231,2.38461538462,3.55769230769,172.0,166.0,356.0,
ACJ1797,-10.77,-17.73,11.1,-13.296666666666667,-23.919333333333334,16,5,9,16,-14.975,-26.990000000000002,-19.48,-33.54,10.8915402605,0.302542785013,0.254693593253,0.00707482203481,0.0857142857143,1.72222222222,1.44444444444,267585.45988,126981.601389,1.77777777778,0.555555555556,1.58333333333,1.33333333333,2.83333333333,228.0,217.0,502.0,
CKR1446,-9.66,-16.69,9.55,-14.437333333333333,-25.19666666666667,6,3,4,7,-15.639999999999999,-26.9,-20.9,-34.03,12.4467762493,0.289459912775,0.254693593253,0.00592310681984,0.25,0.744186046512,0.418604651163,196411.127907,334891.651163,0.209302325581,0.325581395349,0.697674418605,0.418604651163,1.04651162791,0.0,0.0,356.0,
RJW1406,-14.32,-26.08,14.13,-13.243000000000002,-23.335333333333335,17,8,12,16,-14.515,-24.4,-18.33,-29.84,22.2378627904,0.300511659329,0.241624510319,0.0032651960854,0.112,9.87837837838,6.2972972973,69039.623106,115479.101424,2.0,2.91891891892,3.75675675676,3.0,4.37837837838,133.0,167.0,407.0,
EBQ1246,-16.22,-24.3,13.22,-12.883666666666663,-23.51766666666667,15,8,13,16,-14.345000000000002,-25.669999999999998,-4.93,-21.47,9.6232086303,0.310426084848,0.254693593253,0.00821592236301,-0.678571428571,0.322580645161,1.51612903226,3779.33548387,492500.077957,0.0,1.03225806452,0.290322580645,1.51612903226,1.77419354839,58.0,56.0,360.0,
BCC1597,-10.08,-13.69,10.11,-10.57933333333333,-21.321666666666665,17,10,15,16,-8.64,-19.33,-9.57,-28.82,10.2787636622,0.28552121284,0.254693593253,0.00707482203481,-0.152941176471,1.05555555556,1.47222222222,75799.5184211,364217.997982,0.972222222222,0.888888888889,1.0,1.36111111111,2.27777777778,186.0,200.0,411.0,
JMK1531,-12.71,-15.2,9.18,-13.556999999999999,-24.064999999999998,16,7,12,15,-14.675,-25.370000000000005,-4.79,-10.23,7.66808245094,0.294926248113,1.0,0.0384615384615,-0.172413793103,0.461538461538,0.653846153846,87786.4615385,120790.788462,0.0769230769231,0.192307692308,0.461538461538,0.653846153846,1.07692307692,152.0,170.0,356.0,
AGB0901,-13.87,-23.22,13.8,-13.637333333333334,-25.032666666666664,9,3,6,7,-13.530000000000001,-24.400000000000002,-11.95,-17.05,20.8274326007,0.289269897232,0.341355100343,0.00474104306032,0.0278884462151,2.41666666667,2.27777777778,20846.2740741,161795.026298,0.0,1.52777777778,1.79166666667,1.69444444444,3.01388888889,156.0,149.0,356.0,
HSG1585,1.69,-7.87,5.69,-10.971666666666666,-21.51566666666666,16,9,15,15,-10.21,-20.410000000000004,-9.57,-28.82,9.56277043436,0.281257953952,0.28190721718,0.00829138874058,-0.363636363636,0.911764705882,1.79411764706,85441.6171123,323813.821799,0.529411764706,1.70588235294,0.823529411765,1.76470588235,2.47058823529,173.0,164.0,356.0,
SFS1109,-20.65,-34.34,21.63,-12.146333333333331,-22.164,17,7,11,16,-13.48,-23.36,-17.43,-20.13,10.0489348862,0.28711242532,0.266338042847,0.00760965836705,-0.0871794871795,3.11428571429,3.71428571429,16615.3449549,670461.94844,0.0,1.82857142857,2.54285714286,3.02857142857,4.65714285714,143.0,138.0,356.0,
TLW1050,-14.2,-18.18,13.21,-11.102666666666666,-23.285999999999998,17,6,12,16,-8.505,-23.975,-8.8,-21.42,9.72182718154,0.285936093575,0.341355100343,0.0100398558924,-0.25,0.941176470588,1.52941176471,143402.384395,626951.678476,0.941176470588,0.911764705882,0.882352941176,1.47058823529,2.29411764706,168.0,157.0,356.0,
LTS1378,-3.2,-10.16,7.39,-14.48566666666667,-24.454333333333334,12,4,12,20,-17.915,-26.884999999999998,-20.41,-32.69,7.36934238962,0.272938607023,0.28190721718,0.0104410080437,-0.226666666667,1.14814814815,1.81481481481,109356.10751,229404.538721,0.518518518519,0.555555555556,1.07407407407,1.7037037037,2.74074074074,85.0,78.0,452.0,
HDW0743,-11.22,-26.18,14.45,-14.421333333333333,-24.813333333333333,7,5,8,7,-13.659999999999998,-23.89,-18.68,-32.49,18.0152821649,0.310608313188,0.341355100343,0.00588543276454,0.102941176471,4.12068965517,3.84482758621,442884.530323,100356.569492,2.39655172414,1.77586206897,2.58620689655,2.10344827586,3.75862068966,145.0,136.0,356.0,
ZWS0755,-20.57,-39.8,22.95,-14.078499999999998,-25.073499999999996,9,3,7,14,-16.974999999999998,-26.865,-14.78,-20.32,15.1258832434,0.285394023461,0.30438175398,0.00574305196189,0.0492957746479,3.92452830189,3.39622641509,73903.9521198,426610.728984,0.943396226415,1.62264150943,2.81132075472,2.54716981132,4.01886792453,37.0,25.0,356.0,
DWR1387,-13.81,-25.25,15.28,-13.260000000000002,-23.363,18,8,11,16,-14.675,-24.840000000000003,-18.33,-29.84,18.6414137816,0.29589545685,0.241624510319,0.00383530968761,0.00665188470067,8.63492063492,7.36507936508,451485.263536,130729.239462,6.95238095238,3.69841269841,3.60317460317,3.55555555556,4.63492063492,164.0,160.0,356.0,
GDC0055,-4.78,-25.7,14.63,0,0,0,0,0,0,0,0,-21.41,-35.27,16.6082769607,0.281496219673,0.28190721718,0.00477808842678,0.0405727923628,6.05084745763,5.94915254237,288180.172983,198970.859317,3.83050847458,4.57627118644,3.69491525424,3.40677966102,4.77966101695,143.0,172.0,368.0,
MAC1175,-16.26,-18.26,12.25,-11.856,-22.455333333333336,7,4,7,7,-14.519999999999998,-25.79,0.27,-13.9,14.3556723762,0.292972905636,0.28190721718,0.00575320851387,-0.25,2.63265306122,4.79591836735,317241.720389,258414.057366,1.85714285714,3.5306122449,2.20408163265,3.67346938776,5.04081632653,185.0,172.0,356.0,
MCW0505,-21.7,-34.38,20.77,-11.91,-23.436,9,5,8,6,-9.04,-21.1,-5.36,-15.17,13.8587941912,0.301278134591,0.28190721718,0.00612841776478,-0.028901734104,6.52173913043,9.5,18468.1339323,136567.406439,0.0,4.76086956522,3.65217391304,3.86956521739,5.19565217391,154.0,154.0,356.0,
OAJ0244,-21.22,-31.9,17.24,0,0,0,0,0,0,0,0,-2.49,-7.66,11.7161930669,0.300415206845,0.644560512547,0.0165271926294,0.176165803109,12.6153846154,8.12820512821,15547.1376978,286006.802591,0.0,4.33333333333,5.82051282051,4.07692307692,7.61538461538,0.0,0.0,356.0,
BCB1715,-7.93,-22.13,12.21,-10.124666666666666,-20.201,20,8,15,18,-10.519999999999998,-20.175,-3.01,-13.91,21.4195467228,0.305993524612,0.241624510319,0.00345177871885,0.0191897654584,6.3,6.3,367982.184274,159757.808297,4.75714285714,1.78571428571,3.41428571429,3.28571428571,4.62857142857,0.0,0.0,359.0,
GTC0614,-14.34,-22.87,12.5,-13.389,-24.676000000000002,13,3,14,18,-15.055,-26.840000000000003,-15.29,-32.19,9.28305455512,0.299453372746,0.28190721718,0.00909378119935,-0.35,0.935483870968,1.87096774194,116221.809954,153046.104594,0.806451612903,0.516129032258,0.838709677419,1.74193548387,2.45161290323,0.0,0.0,356.0,
BTG1551,-14.56,-29.22,15.6,-14.282,-24.576,6,3,7,7,-15.2,-24.650000000000002,-13.29,-21.65,23.444134511,0.296761196342,1.0,0.0126582278481,0.0821917808219,15.9746835443,15.2151898734,88773.9141054,161113.179554,3.55696202532,4.6835443038,4.0,3.39240506329,4.39240506329,133.0,136.0,396.0,
UTM0493,-14.96,-26.42,15.63,-11.982000000000003,-20.727333333333334,8,7,9,6,-10.52,-15.84,-17.54,-28.12,15.8397575972,0.298863350891,0.341355100343,0.00644066227063,0.152542372881,3.52830188679,2.52830188679,167915.988747,464381.929604,1.43396226415,0.490566037736,2.56603773585,1.88679245283,3.62264150943,155.0,166.0,356.0,
HTR0239,-11.45,-26.73,14.6,0,0,0,0,0,0,0,0,5.14,-9.96,19.6369148035,0.306826793805,0.243531508696,0.00380517982338,0.108108108108,5.515625,4.5625,266722.94224,130429.576447,2.015625,0.1875,2.5625,2.0625,3.078125,131.0,139.0,356.0,
WBK1077,-10.29,-20.45,14.42,-13.790333333333333,-24.305666666666667,18,4,8,12,-14.040000000000001,-23.65,-13.42,-24.56,19.4502766678,0.277861095254,0.28190721718,0.00402724595971,0.0834951456311,8.2,6.28571428571,310149.445886,232824.194201,4.9,2.47142857143,3.98571428571,3.37142857143,4.8,172.0,167.0,356.0,
KGL0178,-2.62,-12.14,7.05,0,0,0,0,0,0,0,0,-17.03,-27.58,18.5705501436,0.294770637201,1.0,0.015873015873,-0.0191897654584,10.1111111111,15.0476190476,477394.375064,140218.866415,5.85714285714,4.0,3.65079365079,3.79365079365,4.4126984127,185.0,42.0,356.0,
EBG1553,-3.01,-13.91,10.09,-10.288666666666664,-20.474999999999998,21,9,15,18,-10.829999999999998,-20.740000000000002,-7.48,-17.33,19.5688411386,0.279554873409,0.341355100343,0.00487650143347,-0.106094808126,7.04285714286,8.97142857143,147726.367716,45998.4441346,1.27142857143,1.97142857143,2.82857142857,3.5,4.35714285714,0.0,0.0,356.0,
TCC0771,-16.28,-27.83,17.23,-11.808000000000003,-24.622666666666667,10,2,3,7,-10.579999999999998,-25.8,-7.37,-29.47,13.5708170975,0.282725356199,0.254693593253,0.00530611652611,-0.0502793296089,2.16666666667,2.85416666667,18836.7655303,216192.569231,0.0,0.916666666667,1.77083333333,1.95833333333,3.08333333333,136.0,149.0,356.0,
KPM1002,-18.34,-40.28,24.53,-11.0155,-23.017000000000003,13,4,7,11,-10.274999999999999,-24.515,-14.08,-24.02,14.7399267769,0.272961606979,0.254693593253,0.00471654802321,0.00719424460432,1.75925925926,1.7962962963,329989.857312,101501.675121,0.962962962963,1.11111111111,1.2962962963,1.27777777778,2.27777777778,8.0,11.0,356.0,
PAG0429,-8.14,-18.75,10.64,-12.950333333333333,-22.989000000000004,19,10,13,16,-13.205,-22.665,-9.29,-20.56,8.76570222422,0.292190074141,0.341355100343,0.0113785033448,-0.161825726141,4.2,7.0,217515.805114,409768.644062,2.33333333333,2.53333333333,3.36666666667,4.66666666667,6.23333333333,12.0,5.0,356.0,
RKC0355,-15.1,-27.28,16.16,0,0,0,0,0,0,0,0,1.81,-6.4,17.4234543172,0.295312785037,0.644560512547,0.0109247544499,0.148760330579,5.35593220339,3.01694915254,596577.471641,101481.577684,4.16949152542,0.559322033898,2.35593220339,1.74576271186,2.98305084746,52.0,44.0,356.0,
TBM1476,-7.3,-18.02,9.66,-12.477,-23.059,16,6,13,13,-14.035,-25.490000000000002,6.46,-7.49,8.84863439895,0.305125324102,0.254693593253,0.00878253769839,-0.166666666667,1.27586206897,1.72413793103,62933.2537356,750816.764176,0.413793103448,1.8275862069,1.20689655172,1.68965517241,2.68965517241,155.0,151.0,356.0,
KMC1934,-21.34,-35.43,21.04,-15.069666666666663,-25.540666666666663,15,4,7,14,-16.35,-25.67,-12.55,-24.21,22.1271987019,0.29114735134,0.241624510319,0.00317926987262,0.150084317032,10.0789473684,7.94736842105,318230.835818,232932.877083,5.98684210526,3.18421052632,4.48684210526,3.31578947368,5.38157894737,155.0,178.0,488.0,
JDS0177,-13.4,-29.13,16.22,0,0,0,0,0,0,0,0,-19.65,-28.25,19.9700100295,0.302575909537,0.28190721718,0.00427132147242,0.0886075949367,0.727272727273,0.575757575758,277325.123737,54572.6161616,0.333333333333,0.0454545454545,0.651515151515,0.545454545455,1.18181818182,139.0,143.0,356.0,
LIJ1581,-14.22,-22.36,11.81,-10.441333333333333,-21.032666666666664,16,10,16,15,-8.665,-18.235,-9.57,-28.82,11.6210977225,0.305818361119,0.254693593253,0.00670246298035,-0.36170212766,0.842105263158,1.71052631579,81634.5482939,491929.105852,1.0,1.36842105263,0.789473684211,1.68421052632,2.47368421053,202.0,196.0,461.0,
TCA1183,-3.95,-8.43,4.85,-12.676666666666666,-23.110666666666667,6,3,7,8,-14.419999999999998,-24.73,0.27,-13.9,14.001628573,0.274541736725,1.0,0.0196078431373,-0.172881355932,4.41176470588,4.70588235294,16761.647023,275040.967647,0.0,3.23529411765,2.39215686275,3.39215686275,4.76470588235,164.0,165.0,356.0,
SJP1023,-3.5,-16.44,10.2,-12.2575,-22.448999999999998,9,6,11,11,-13.585,-24.490000000000002,-2.14,-11.06,10.9421325097,0.280567500249,0.245534276386,0.00629575067656,0.143939393939,5.5641025641,3.28205128205,180417.644975,125252.763696,1.28205128205,0.435897435897,3.87179487179,2.89743589744,5.92307692308,147.0,167.0,368.0,
KEO0202,-16.57,-34.26,20.28,-13.023999999999997,-24.24,17,7,11,12,-14.139999999999999,-25.77,-12.86,-16.39,18.3336387339,0.305560645566,0.28190721718,0.00469845361966,0.33908045977,7.3,2.26666666667,577099.001744,201478.619618,6.1,1.06666666667,3.88333333333,1.91666666667,4.71666666667,14.0,11.0,356.0,
OHS0036,-0.65,-11.57,6.88,-11.908666666666663,-23.451999999999998,7,3,7,6,-14.109999999999998,-25.150000000000002,-14.29,-32.43,15.0413654667,0.294928734642,0.254693593253,0.00499399202457,0.178571428571,0.686274509804,0.490196078431,378388.137255,249834.490196,0.450980392157,0.313725490196,0.647058823529,0.450980392157,1.0,56.0,47.0,356.0,
RKF0080,-14.97,-22.53,12.81,-15.229333333333335,-27.60066666666667,5,3,4,6,-14.949999999999998,-29.500000000000004,-25.65,-35.39,11.8463026066,0.311744805437,1.0,0.0263157894737,-0.311653116531,4.47368421053,15.3421052632,28245.8656037,219366.512561,0.552631578947,5.34210526316,3.34210526316,6.36842105263,7.36842105263,0.0,0.0,356.0,
UMH1547,-11.98,-21.13,14.07,-10.546666666666665,-19.760666666666665,10,7,9,11,-10.100000000000001,-19.14,-11.22,-11.26,14.9851580197,0.282738830561,0.28190721718,0.00531900409773,0.298245614035,0.792452830189,0.377358490566,334764.990566,250601.773585,0.415094339623,0.22641509434,0.698113207547,0.377358490566,1.05660377358,4.0,0.0,356.0,
BCL1423,-12.75,-19.09,9.76,-14.071666666666669,-24.678666666666665,14,7,14,17,-14.739999999999998,-27.43,-2.25,-10.95,10.9934844007,0.297121200019,0.266338042847,0.00719832548234,-0.20197044335,2.51351351351,3.81081081081,11504.9283579,156442.691559,0.0,2.10810810811,2.18918918919,3.2972972973,4.91891891892,163.0,155.0,356.0,
DCD0715,-28.88,-34.05,20.95,-15.729333333333333,-27.663999999999994,6,1,2,6,-18.270000000000003,-29.72,-13.75,-21.18,14.9211742727,0.276318042087,0.28190721718,0.00522050402185,-0.172413793103,1.40740740741,2.16666666667,138518.991599,319267.274211,0.537037037037,0.944444444444,1.11111111111,1.57407407407,2.25925925926,43.0,39.0,356.0,
KBG1201,-15.99,-23.92,15.76,-11.505500000000001,-23.1175,11,6,9,7,-11.055000000000001,-24.34,-6.12,-19.49,18.3728126581,0.291631946955,0.254693593253,0.00404275544846,0.0769230769231,1.09523809524,0.825396825397,332616.332341,172312.048611,0.650793650794,0.31746031746,0.888888888889,0.761904761905,1.42857142857,13.0,22.0,356.0,
GAF1862,-13.47,-20.53,14.62,-12.861999999999998,-23.360666666666667,14,7,13,17,-15.340000000000002,-25.565,-7.31,-22.16,13.8972324421,0.277944648842,0.266338042847,0.00532676085693,-0.025641025641,2.58,2.94,336731.708196,752886.911245,2.6,1.06,2.28,2.4,4.08,139.0,160.0,356.0,
CRR1966,-7.04,-24.67,12.58,-14.250999999999996,-24.482999999999997,15,7,12,19,-14.95,-24.685000000000002,-17.54,-31.22,11.7235387661,0.285939969905,0.28190721718,0.00687578578487,-0.20325203252,1.39024390244,2.12195121951,12005.5486476,338458.387861,0.0,0.951219512195,1.19512195122,1.80487804878,2.68292682927,31.0,24.0,356.0,
CTM1817,-3.19,-2.66,3.77,-13.549333333333333,-24.421666666666667,16,4,8,16,-14.975,-26.990000000000002,-19.48,-33.54,9.57114081013,0.273461166004,0.254693593253,0.00727695980724,-0.349397590361,0.8,1.82857142857,156537.896769,724673.977778,0.971428571429,1.2,0.771428571429,1.6,2.25714285714,170.0,165.0,362.0,
DNT1801,-10.45,-27.07,14.57,-13.307333333333334,-23.607999999999997,16,5,9,17,-15.325,-26.625,-19.48,-33.54,10.8121297644,0.300336937899,0.28190721718,0.00783075603277,-0.347826086957,0.944444444444,1.83333333333,9898.56227954,259712.714744,0.0,0.611111111111,0.833333333333,1.72222222222,2.38888888889,150.0,143.0,356.0,
DTC0840,-7.57,-16.76,10.07,-14.199333333333332,-25.008333333333333,13,5,11,13,-17.1,-28.245,-26.1,-36.46,8.92296411666,0.297432137222,0.254693593253,0.00848978644178,-0.177777777778,1.3,1.8,178076.41746,483165.226389,0.633333333333,0.633333333333,1.23333333333,1.76666666667,2.8,173.0,153.0,356.0,
VCM0992,-14.25,-26.5,18.16,-11.22,-23.706,13,4,6,11,-10.405000000000001,-25.104999999999997,-14.08,-24.02,16.0018678591,0.280734523844,0.28190721718,0.00494574065228,0.0149253731343,1.43859649123,1.47368421053,155577.067719,202009.187459,0.59649122807,0.789473684211,1.19298245614,1.15789473684,2.08771929825,2.0,1.0,356.0,
KJW1664,-18.45,-31.6,20.21,-14.02266666666667,-24.417333333333335,7,3,7,7,-16.25,-26.51,-14.56,-29.22,12.8193393541,0.272751901151,0.254693593253,0.00541901262241,-0.0495495495495,10.2127659574,13.7872340426,399698.178489,148196.506472,2.70212765957,4.72340425532,4.48936170213,4.95744680851,5.8085106383,155.0,156.0,356.0,
BOS1170,-18.49,-37.11,21.71,-11.707333333333331,-21.198666666666668,7,4,8,8,-11.430000000000001,-17.82,0.27,-13.9,13.8787950024,0.283240714336,0.254693593253,0.00519782843374,-0.0324483775811,4.30612244898,4.71428571429,519471.503061,77546.2006476,3.67346938776,3.87755102041,3.34693877551,3.57142857143,5.48979591837,116.0,109.0,356.0,
