user_id,Pred,Labels,Risk_DF_Value
TAP0551,1,1,0.004785968238636584,
SEJ0677,1,-1,0.004636608321731073,
CIM0926,1,-1,0.004252405895655176,
ARB0834,1,-1,0.00420243188961994,
MAS0025,1,1,0.004180523111461332,
TEM0093,1,-1,0.004003385739525522,
ENC0234,1,-1,0.003922065874599812,
EGD0132,1,1,0.0038744305451703376,
CYA0506,1,-1,0.0035275662808018082,
HXL0968,1,1,0.003513534625162351,
EDB0714,1,1,0.0034816396586422327,
GOK0238,1,-1,0.0032993742835970563,
CAH0936,1,1,0.0032590563336064027,
BBS0039,1,1,0.0031781828510733523,
JJM0203,1,1,0.00303060204961203,
PGH0184,1,-1,0.002848561538805805,
DIB0081,1,-1,0.0026063166517967806,
SDO0170,1,-1,0.002465897211075041,
CAC0889,1,-1,0.002449653568784349,
QOS0878,1,-1,0.0023015941110073324,
JCR0921,1,-1,0.0018813986261314586,
RHL0992,1,1,0.001770887527291931,
GHL0460,1,1,0.001731050119329558,
KPC0073,1,1,0.0015713150574196977,
ASS0206,1,-1,0.0015623479441499999,
AIM0627,1,-1,0.0014864636525844799,
PRM0740,1,-1,0.0014549161871386662,
MVH0373,1,-1,0.0014442714335803353,
LFS0071,1,-1,0.0014295856395608042,
DAR0885,1,-1,0.0014054081121425699,
CKD0680,1,-1,0.0013751676143108904,
AMD0077,1,-1,0.001275758307337116,
QRM0739,1,-1,0.0011789151693197275,
GTD0219,1,1,0.0011788563591941248,
CKB0482,1,-1,0.0011185590385964783,
JXH0493,1,-1,0.0010851368763736269,
KMW0545,1,-1,0.0010550948368605595,
IJM0776,1,1,0.0010145715625726748,
ATP0662,1,-1,0.0009530980692645796,
KRL0501,1,1,0.0009270722092974415,
TLK0993,1,-1,0.0008989226518709148,
HKR0628,1,-1,0.0008128955547342387,
MSO0222,1,1,0.0006827695004209544,
RBB0485,1,-1,0.0006325777309176828,
PNL0301,1,1,0.0005536262340469222,
MBW0809,1,-1,0.0004796239019900228,
MAD0496,1,-1,0.0004593203241915478,
UIR0043,1,-1,0.0004540104404510692,
DPS0262,1,-1,0.0004510245699367865,
HRD0635,1,-1,0.00039337094231778336,
MOS0047,1,1,0.00018806745903571231,
JBM0350,1,-1,0.0001623978684773264,
EHB0824,1,1,0.00015841874572253278,
WRM0963,1,-1,0.00015841874566124847,
RAR0725,1,1,0.00015841874565480918,
CFW0264,1,-1,0.00015841874542577017,
AAS0442,1,-1,0.0001584187453995689,
BQS0525,1,-1,0.0001584187453895214,
JRH0455,1,-1,0.0001584187453860797,
EDA0684,1,-1,0.00015841874533267797,
LPH0572,1,-1,0.00015841874533106814,
DGM0754,1,-1,0.0001584187452829955,
ANP0555,1,-1,0.00012175293575938939,
EGD0409,1,-1,0.00011122742744551495,
HIA0414,1,-1,5.8687268824630934e-05,
MPM0220,1,1,3.1902028182151376e-05,
JMH0543,1,-1,1.5342289476638626e-06,
AMW0392,-1,-1,-0.00020180447165907278,
MCD0125,-1,-1,-0.0003328375780181081,
CBG0490,-1,-1,-0.00033289174048239945,
UCS0227,-1,-1,-0.0003969553486963262,
NAH0503,-1,-1,-0.0004032337113182849,
MMB0488,-1,-1,-0.0004679041952687646,
KRV0372,-1,-1,-0.0005418361863618881,
DTT0076,-1,-1,-0.0006418683937168823,
LBF0214,-1,-1,-0.0008420863105513821,
CCL0068,-1,1,-0.0009958728800047445,
NWK0215,-1,-1,-0.0010140335506382825,
BYP0070,-1,-1,-0.0010982541902439524,
CPG0322,-1,-1,-0.0011108022526595263,
SPA0141,-1,-1,-0.0011193800790239572,
MSH0040,-1,-1,-0.001127870113463325,
RAW0915,-1,-1,-0.001166618588084145,
HSG0818,-1,-1,-0.0011803215559101354,
LOM0086,-1,-1,-0.0012081107263709479,
WSR0241,-1,-1,-0.0012254746367839076,
FHO0630,-1,-1,-0.0014581014357464839,
MHH0180,-1,-1,-0.0017869076147735696,
ATE0869,-1,-1,-0.001880744833400727,
IRM0931,-1,-1,-0.001975415023737659,
LDD0560,-1,-1,-0.0021859902694320033,
GBM0603,-1,-1,-0.0022426278248451337,
MLD0755,-1,-1,-0.002404742266259252,
GQP0743,-1,-1,-0.0024520233777628464,
KSP0357,-1,-1,-0.002537425402675264,
HJA0018,-1,-1,-0.002598252842263171,
TEM0977,-1,-1,-0.0026137955284098457,
AMR0400,-1,-1,-0.0027044317512675,
RRC0553,-1,-1,-0.002743967232139377,
HMM0108,-1,-1,-0.002796155204303097,
JCR0172,-1,-1,-0.0028190332466831447,
RGH0728,-1,-1,-0.002873696853387564,
NRD0548,-1,-1,-0.002926542875872684,
AIP0394,-1,-1,-0.0029536441424347637,
FLM0213,-1,-1,-0.002992154502894806,
AAF0535,-1,1,-0.003055423372534949,
SJO0209,-1,-1,-0.0030657910230471597,
CRD0624,-1,-1,-0.0030788252253844406,
KNG0672,-1,-1,-0.0031176388997923854,
HDD0806,-1,-1,-0.0031291166937566506,
HKB0418,-1,-1,-0.0031430686268999475,
KCS0173,-1,-1,-0.0031557152494886553,
YIC0195,-1,-1,-0.006503912458680816,
XWD0923,-1,-1,-0.007748075400023535,
BSS0369,-1,1,-0.021252973793679297,
VSA0230,-1,-1,-0.028113563649263096,
DRR0162,-1,1,-0.039004913547335096,
AKR0057,-1,1,-0.03941220073243151,
VSS0154,-1,1,-0.04287944086959983,
WDD0366,-1,1,-0.12214378446867499,
CCA0046,-1,1,-0.12650148447833856,
ABC0174,-1,1,-0.29401972845615904,
