user_id,Pred,Labels,Risk_DF_Value
PGH0184,1,-1,0.04326223391587192,
BBS0039,1,1,0.043158382275972906,
FTM0406,1,1,0.043101260027629706,
AMW0392,1,-1,0.04308399172083344,
JCV0245,1,-1,0.04306878383772195,
ENC0234,1,-1,0.04296335020104336,
SSR0278,1,-1,0.04294626526848244,
JXH0493,1,-1,0.04293845915105199,
JJH0292,1,-1,0.042677164344548935,
BRS0734,1,-1,0.04241820761149451,
LDD0560,1,-1,0.042381142938273664,
LJR0523,1,1,0.04229175248481343,
AHG0634,1,-1,0.04184764158039056,
MCD0125,1,-1,0.04162071324610439,
RMW0542,1,1,0.04147862503160016,
LUR0896,1,-1,0.041463924947733766,
SAB0781,1,-1,0.04140230769382813,
CKD0680,1,-1,0.04135431512197152,
XHW0498,1,1,0.041306163107401206,
RKD0604,1,1,0.040596545694330244,
LFS0071,1,-1,0.039844041908599914,
TAC0300,1,-1,0.0397826893862947,
CBG0490,1,-1,0.039633084032783206,
AAM0658,1,1,0.039386126721323134,
AMR0400,1,-1,0.03916116452182461,
BIH0745,1,1,0.03910554820664913,
JTM0223,1,1,0.03892689325242227,
QRM0739,1,-1,0.03857698275996024,
NAH0503,1,-1,0.038535548092965444,
DPS0262,1,-1,0.038484775853577124,
NWT0098,1,1,0.0378206769365681,
AJR0932,1,1,0.0377945575041827,
ESH0135,1,-1,0.037398107696417604,
FFC0891,1,-1,0.03732162738502587,
KCS0173,1,-1,0.03722281436192709,
LCC0819,1,1,0.03654911456630838,
GJD0298,1,-1,0.03633022684076859,
HKI0171,1,-1,0.03628370804866443,
DIB0285,1,1,0.03614680397589298,
HKR0628,1,-1,0.03607575102000471,
ILJ0526,1,-1,0.03600091091085167,
ALB0892,1,-1,0.0353506981966869,
NMG0766,1,-1,0.03533125049784713,
AIP0394,1,-1,0.03506781178911966,
LQC0479,1,1,0.03499222443146066,
NUL0471,1,-1,0.03386035080240024,
CIM0271,1,-1,0.033450999459291975,
AIM0627,1,-1,0.03324949770536101,
OLB0749,1,-1,0.03307164163259935,
CHM0821,1,-1,0.032995971478337216,
ASB0796,1,-1,0.03290668343847658,
RBB0485,1,-1,0.03216294643238071,
PTH0830,1,-1,0.03214175691028154,
JRF0835,1,-1,0.03207392394333608,
PSF0133,1,1,0.03201705257826859,
EGD0132,1,1,0.031909700196574464,
DCH0843,1,1,0.03190889154351906,
HJA0018,1,-1,0.03159781182954058,
CCL0068,1,1,0.031477754374204636,
WSR0241,1,-1,0.031231284202048126,
LJB0826,1,-1,0.031223770637509363,
MNC0717,1,-1,0.031046350693694436,
BVN0514,1,-1,0.03097111630437599,
TLK0993,1,-1,0.02987399699042137,
TJD0996,1,-1,0.029761016847170696,
BYP0070,1,-1,0.029305727969870743,
TTD1000,1,-1,0.0291159179488909,
MJS0890,1,-1,0.02889450670819227,
SAP0867,1,-1,0.028628451609715055,
JGT0221,1,1,0.028602329911380453,
BHW0458,1,-1,0.028544938352065508,
CSC0217,1,1,0.027847295765127233,
AOK0844,1,-1,0.02775255523904563,
IIW0249,1,-1,0.02734026821940372,
CAH0936,1,1,0.027116128045639787,
BCB0679,1,-1,0.027105106232059972,
TEM0977,1,-1,0.026708560351984767,
BLS0678,1,1,0.02655915249803975,
QOS0878,1,-1,0.025803552070553737,
BDV0168,1,1,0.025625969933843917,
RAB0589,1,1,0.025134391149446156,
CPG0322,1,-1,0.02502370866906367,
BMS0877,1,-1,0.024564067017720292,
CFG0959,1,-1,0.02452255480394494,
SLT0907,1,-1,0.023468776728161167,
BNR0965,1,-1,0.0234029677359473,
MDH0580,1,1,0.022945747804369532,
FDE0117,1,-1,0.022841065024070906,
SDO0170,1,-1,0.022591601974641495,
JMB0308,1,1,0.022556510301540822,
ASG0048,1,-1,0.0223884865172006,
MYD0978,1,1,0.02219678172840789,
HWY0038,1,-1,0.022029978743880463,
NRO0768,1,-1,0.02200313371332374,
DRR0162,1,1,0.021746833253539544,
TNM0961,1,1,0.02147127523464909,
CJM0521,1,-1,0.02119582769523176,
BHC0665,1,-1,0.020930119904513766,
GHL0460,1,1,0.020907566708528114,
ECF0828,1,-1,0.019970920884363252,
DIB0081,1,-1,0.019939861718707652,
IJM0776,1,1,0.019741577152026624,
WAB0143,1,-1,0.019741399012697558,
DIW0118,1,-1,0.019678094009818903,
CKB0482,1,-1,0.01933520821505308,
MJB0588,1,-1,0.019328986903566214,
RYB0718,1,-1,0.018604770630868517,
SEJ0677,1,-1,0.01820985473875525,
AJD0074,1,-1,0.017643374208916818,
HMM0108,1,-1,0.017093871841353137,
RGG0064,1,1,0.016456653600500637,
LHB0606,1,-1,0.01638381832153568,
JHP0583,1,-1,0.015589078859274075,
WJD0576,1,-1,0.015256808556628698,
HDJ0446,1,-1,0.014447083197384414,
EDB0714,1,1,0.014223842794070629,
RDM0115,1,-1,0.013908427748770213,
MVH0373,1,-1,0.013569519185556267,
JJM0203,1,1,0.012758092450980696,
LHN0151,1,-1,0.012655267300728745,
TCD0009,1,-1,0.01206788004267878,
ICS0956,1,-1,0.010370949193198031,
ARB0834,1,-1,0.008972070308579383,
VSS0154,1,1,0.008713782761506694,
MCF0600,1,1,0.008570084182728754,
COF0120,1,-1,0.00844796055021968,
GCS0571,1,-1,0.007928631704011035,
MAS0025,1,1,0.0077040488254949135,
RHL0992,1,1,0.007327512030531391,
YIC0195,1,-1,0.004146544555368115,
HXL0968,1,1,0.0041318962963659,
TVS0006,1,-1,0.004072133712178072,
WDD0366,1,1,0.0028773723336019685,
KLH0596,1,1,0.002189768106248602,
RKF0164,1,-1,0.0017002061759943121,
EHD0584,1,1,0.0012822799141571917,
CYA0506,-1,-1,-0.00018427475327120746,
MAR0955,-1,1,-0.0035368109543802984,
CCA0046,-1,1,-0.006079313741496284,
JDC0030,-1,-1,-0.006700129136180122,
MTT0901,-1,-1,-0.008949599234156835,
LRR0148,-1,-1,-0.009748529397707095,
HRD0635,-1,-1,-0.017441352711675462,
CAC0889,-1,-1,-0.01811263475219227,
CFW0264,-1,-1,-0.020072093885955766,
ABC0174,-1,1,-0.02076062412217672,
MAD0496,-1,-1,-0.02152076938275438,
PNL0301,-1,1,-0.023731301515077963,
MBW0809,-1,-1,-0.02377496509298438,
EDA0684,-1,-1,-0.024252272927417717,
AAS0442,-1,-1,-0.026507852471117754,
CRD0624,-1,-1,-0.026917262008661513,
ANM0123,-1,-1,-0.027024347635981938,
EHB0824,-1,1,-0.03409790941706148,
RAR0725,-1,1,-0.04058034545754441,
DAR0885,-1,-1,-0.04277384602421197,
DGM0754,-1,-1,-0.045362227373312525,
HJS0072,-1,-1,-0.048053410236794436,
BQS0525,-1,-1,-0.049400696309118475,
WRM0963,-1,-1,-0.05676578833234314,
EAH0466,-1,-1,-0.05915653101322338,
JRH0455,-1,-1,-0.06719576326358134,
LPH0572,-1,-1,-0.0685718726461153,
