user_id,Pred,Labels,Risk_DF_Value
HBO0413,1,1,0.006770124330091332,
LHB0606,1,-1,0.006733610453816652,
RGG0064,1,1,0.006363071014488686,
ECF0828,1,-1,0.005671360082346755,
PSF0133,1,1,0.005356985333883457,
SEJ0677,1,-1,0.005031844331324475,
KRL0501,1,1,0.004975378702053723,
ENC0234,1,-1,0.004641514571577188,
CIM0926,1,-1,0.004485938875324724,
ARB0834,1,-1,0.004414961473934109,
MAS0025,1,1,0.004383846856219786,
BRS0734,1,-1,0.0040872754915809995,
EGD0132,1,1,0.003949271122103026,
CYA0506,1,-1,0.003457105257733961,
HXL0968,1,1,0.003437202213359025,
EDB0714,1,1,0.0033919630084993657,
CAH0936,1,1,0.003076326178301614,
JJM0203,1,1,0.0027524914375079423,
MOS0047,1,1,0.0026943717415093826,
DGN0480,1,-1,0.0026108808520998728,
PGH0184,1,-1,0.0024945391517438575,
BYP0070,1,-1,0.0022644769875705406,
GTD0219,1,1,0.0022500852801900506,
DIB0081,1,-1,0.002151399524055797,
MMB0488,1,-1,0.0020260799647146555,
CAC0889,1,-1,0.0019295597389518693,
CCL0068,1,1,0.0014655704903984712,
RHL0992,1,1,0.0009690516967221785,
GHL0460,1,1,0.0009127104211760773,
LDD0560,1,-1,0.0007678449838516843,
GBM0603,1,-1,0.000688262674532647,
DPS0262,1,-1,0.000664944262751932,
QOS0878,1,-1,0.0006415221550180594,
MHH0180,1,-1,0.0006099144326077721,
MVH0373,1,-1,0.0005072262521152449,
DAR0885,1,-1,0.0004522899131431113,
KSP0357,1,-1,0.00026918077565474263,
JLM0364,1,1,8.091691733413953e-05,
KPC0073,1,1,4.843233220863663e-06,
EGD0409,-1,-1,-2.53058675027118e-05,
IJM0776,-1,1,-0.000100011367951236,
MPM0220,-1,1,-0.00018450624031962626,
RGH0728,-1,-1,-0.000226088940119884,
NRD0548,-1,-1,-0.00030725410833787326,
JMH0543,-1,-1,-0.0003567004360663928,
RRC0553,-1,-1,-0.0004095150012103921,
HMM0108,-1,-1,-0.00046217448953772555,
CRD0624,-1,-1,-0.000554430432771702,
AAF0535,-1,1,-0.0007048618457299871,
KNG0672,-1,-1,-0.0007498763197326119,
PNL0301,-1,1,-0.0007509814210707177,
CEJ0109,-1,1,-0.0007534982225383957,
RKF0164,-1,-1,-0.0007576941088105471,
HKB0418,-1,-1,-0.0007616391714970749,
MSO0222,-1,1,-0.0008521582069921929,
MBW0809,-1,-1,-0.0008554514530666468,
MAD0496,-1,-1,-0.0008841123750866764,
HRD0635,-1,-1,-0.000977202182412984,
EHB0824,-1,1,-0.0013087760427031303,
RAR0725,-1,1,-0.001308776042810711,
WRM0963,-1,-1,-0.0013087760428123763,
CFW0264,-1,-1,-0.001308776043134674,
JRH0455,-1,-1,-0.001308776043177029,
AAS0442,-1,-1,-0.0013087760431829132,
BQS0525,-1,-1,-0.0013087760431932383,
EDA0684,-1,-1,-0.0013087760432681783,
LPH0572,-1,-1,-0.0013087760432763385,
DGM0754,-1,-1,-0.0013087760433370121,
MCD0125,-1,-1,-0.0019565830010554452,
MSH0040,-1,-1,-0.0028296484343465766,
LOM0086,-1,-1,-0.0028766214032844295,
YIC0195,-1,-1,-0.00892453476864341,
XWD0923,-1,-1,-0.009536382222874618,
BSS0369,-1,1,-0.027019078276511066,
VSA0230,-1,-1,-0.03608832327617906,
DRR0162,-1,1,-0.0516454767318581,
AKR0057,-1,1,-0.05216869116967626,
VSS0154,-1,1,-0.056522377602319096,
WDD0366,-1,1,-0.16761190053454694,
CCA0046,-1,1,-0.1735465613516768,
ABC0174,-1,1,-0.4016131770061663,
