user_id, o, c, e, a, n, cpb-i, cpb-o, dis_ocean, avg_dis_ocean, dis_os, avg_dis_os,cnt_send, cnt_s_size, cnt_s_attach, cnt_s_days
RTO0313,44.0,45.0,25.0,17.0,27.0,-14.98,-28.08,13.316711798,0.302652540864,0.341355100343,0.00775807046234,297.0,8995870.0,279.0,186.0,
ABM0845,45.0,21.0,35.0,50.0,29.0,-22.65,-31.56,2.82967242245,0.282967242245,0.341355100343,0.0341355100343,44.0,1313487.0,23.0,39.0,
VIA0063,40.0,34.0,19.0,50.0,33.0,-26.27,-32.23,13.8445579131,0.288428289856,0.341355100343,0.00711156459048,798.0,24306464.0,217.0,279.0,
CCW0031,33.0,47.0,30.0,39.0,33.0,-18.77,-33.01,13.7446129984,0.298795934747,0.341355100343,0.00742076305094,253.0,7252503.0,168.0,181.0,
IYB0918,17.0,21.0,42.0,14.0,30.0,3.22,-10.17,5.07128602042,0.298310942378,0.341355100343,0.0200797117849,294.0,8671742.0,79.0,166.0,
ORM0669,44.0,39.0,28.0,39.0,36.0,-20.57,-30.59,8.71428903096,0.300492725205,0.30438175398,0.010495922551,643.0,19492398.0,647.0,262.0,
MJB0588,39.0,24.0,15.0,47.0,38.0,-22.88,-23.52,3.42413972697,0.285344977247,0.341355100343,0.0284462583619,47.0,1266119.0,12.0,42.0,
LIM0674,18.0,13.0,35.0,49.0,20.0,-15.0,-25.11,8.51907310377,0.266221034493,0.341355100343,0.0106673468857,554.0,16936587.0,456.0,242.0,
LHN0151,13.0,15.0,19.0,32.0,26.0,-9.07,-13.03,6.77791105917,0.282412960799,0.32992232246,0.0137467634359,24.0,721171.0,12.0,20.0,
WTR0563,47.0,45.0,46.0,15.0,31.0,-8.81,-28.65,7.63313429197,0.28270867748,0.341355100343,0.0126427814942,208.0,6290611.0,0.0,144.0,
MKS0204,21.0,30.0,21.0,16.0,31.0,-5.29,-12.96,14.7124931139,0.300254961509,0.32992232246,0.00673310862164,585.0,17489885.0,154.0,232.0,
AAW0353,49.0,45.0,19.0,25.0,34.0,-19.74,-28.6,3.50664151011,0.292220125843,0.291982910479,0.0243319092066,38.0,1205143.0,0.0,38.0,
WJD0576,40.0,20.0,23.0,38.0,26.0,-19.55,-24.92,1.8264269092,0.304404484867,0.286702672782,0.047783778797,38.0,1189655.0,8.0,36.0,
ILH0958,28.0,17.0,20.0,19.0,24.0,-8.53,-13.39,2.56803392947,0.285337103275,0.341355100343,0.0379283444826,39.0,1166974.0,48.0,37.0,
TLK0993,41.0,36.0,40.0,35.0,22.0,-17.83,-34.9,8.07629803457,0.299122149429,0.341355100343,0.0126427814942,571.0,16864845.0,0.0,241.0,
RAG0275,23.0,38.0,35.0,41.0,32.0,-14.18,-28.44,8.72282567924,0.290760855975,0.341355100343,0.0113785033448,163.0,4973843.0,110.0,134.0,
KWC0004,23.0,38.0,39.0,20.0,27.0,-5.35,-22.66,17.2257450431,0.302206053388,0.30438175398,0.00534003077159,81.0,2322676.0,20.0,70.0,
CJK0200,40.0,29.0,24.0,38.0,31.0,-19.54,-26.65,11.0091831382,0.305810642729,0.341355100343,0.00948208612064,42.0,1173526.0,0.0,40.0,
FEB0306,40.0,42.0,26.0,25.0,31.0,-15.53,-27.28,3.16095607315,0.316095607315,0.341355100343,0.0341355100343,27.0,831851.0,28.0,27.0,
NKH0807,45.0,44.0,40.0,22.0,20.0,-15.2,-35.03,7.75864929425,0.29840958824,0.291982910479,0.0112301119415,375.0,11387892.0,205.0,202.0,
JMC0925,33.0,10.0,23.0,19.0,31.0,-6.48,-8.63,11.1184658343,0.285088867547,0.341355100343,0.00875269488059,423.0,12644656.0,419.0,223.0,
SBH0537,34.0,21.0,14.0,13.0,33.0,-7.73,-9.24,9.48547125426,0.287438522856,0.341355100343,0.0103440939498,306.0,9134840.0,278.0,193.0,
JJB0700,15.0,19.0,39.0,37.0,28.0,-6.98,-18.8,1.72803680063,0.288006133439,0.341355100343,0.0568925167239,19.0,580673.0,28.0,19.0,
AIS0405,40.0,45.0,14.0,37.0,35.0,-23.21,-30.2,6.6435299231,0.301978632868,0.286702672782,0.0130319396719,339.0,9955348.0,176.0,212.0,
HAH0760,34.0,17.0,22.0,37.0,30.0,-16.13,-19.69,4.63640500196,0.289775312623,0.286702672782,0.0179189170489,71.0,2033024.0,48.0,67.0,
AHD0848,24.0,30.0,49.0,16.0,30.0,0.57,-17.54,2.13313940474,0.304734200677,0.286702672782,0.0409575246831,53.0,1619900.0,71.0,46.0,
LDM0587,49.0,20.0,23.0,21.0,26.0,-14.94,-20.2,2.63995179834,0.293327977593,0.341355100343,0.0379283444826,39.0,1204085.0,10.0,37.0,
AJN0607,45.0,42.0,16.0,47.0,23.0,-30.91,-40.11,14.8475101087,0.280141700164,0.341355100343,0.00644066227063,498.0,15042903.0,526.0,270.0,
EIS0041,41.0,44.0,17.0,48.0,30.0,-28.53,-37.23,8.35232787823,0.278410929274,0.341355100343,0.0113785033448,675.0,19603921.0,562.0,223.0,
MLG0475,45.0,16.0,18.0,19.0,25.0,-13.73,-16.49,1.11587430991,0.278968577478,0.341355100343,0.0853387750858,16.0,512288.0,10.0,16.0,
EPW0434,32.0,36.0,38.0,22.0,33.0,-7.4,-21.91,8.75790807603,0.312782431287,0.30438175398,0.0108707769279,237.0,7110991.0,127.0,177.0,
JAM0382,25.0,23.0,41.0,17.0,23.0,-2.72,-17.45,4.89528155778,0.305955097361,0.341355100343,0.0213346937714,17.0,500695.0,5.0,17.0,
NCK0295,31.0,30.0,38.0,36.0,34.0,-11.92,-24.29,2.39580383345,0.299475479182,0.341355100343,0.0426693875429,21.0,587242.0,0.0,21.0,
LJT0817,39.0,43.0,38.0,39.0,24.0,-20.09,-37.94,10.3811904853,0.296605442436,0.341355100343,0.00975300286695,363.0,10656073.0,395.0,198.0,
CAM0102,31.0,44.0,19.0,15.0,27.0,-11.56,-22.85,9.95063385369,0.301534359203,0.341355100343,0.0103440939498,200.0,6113871.0,0.0,157.0,
SOG0411,26.0,19.0,21.0,24.0,23.0,-10.39,-16.41,10.6655910608,0.296266418355,0.341355100343,0.00948208612064,575.0,17683732.0,521.0,270.0,
KSH0569,15.0,39.0,23.0,14.0,22.0,-5.73,-19.07,9.82021884844,0.288829966131,0.30438175398,0.00895240452884,239.0,7116189.0,275.0,164.0,
BDI0533,37.0,36.0,15.0,41.0,19.0,-26.18,-34.77,4.49270757631,0.299513838421,0.341355100343,0.0227570066895,155.0,4695526.0,140.0,125.0,
PMJ0564,30.0,21.0,40.0,14.0,39.0,0.98,-8.95,11.1624129058,0.286215715534,0.291982910479,0.00748674129433,233.0,7278957.0,254.0,168.0,
HGG0240,20.0,26.0,24.0,36.0,31.0,-12.2,-19.51,8.60727681398,0.296802648758,0.341355100343,0.0117708655291,579.0,17358575.0,356.0,245.0,
MGS0974,17.0,39.0,39.0,40.0,27.0,-12.31,-29.8,6.81256803663,0.283857001526,0.32992232246,0.0137467634359,313.0,9251551.0,283.0,193.0,
DHM0937,43.0,22.0,21.0,15.0,24.0,-11.86,-17.82,9.5177886276,0.297430894613,0.291982910479,0.00912446595247,235.0,7419043.0,128.0,146.0,
CEB0210,42.0,24.0,44.0,23.0,34.0,-7.17,-19.79,11.5945956587,0.297297324582,0.341355100343,0.00875269488059,307.0,9221615.0,194.0,197.0,
YJV0699,17.0,25.0,30.0,13.0,31.0,0.25,-9.61,0.94047144521,0.313490481737,0.291982910479,0.0973276368263,8.0,259887.0,0.0,8.0,
BMT0528,33.0,25.0,39.0,25.0,30.0,-7.7,-20.08,5.36951083467,0.31585357851,0.341355100343,0.0200797117849,154.0,4696076.0,196.0,122.0,
CJC0494,40.0,39.0,39.0,42.0,42.0,-16.47,-29.32,18.4168988609,0.287764044702,0.341355100343,0.00533367344286,1002.0,29433881.0,671.0,335.0,
GCS0571,22.0,18.0,16.0,23.0,32.0,-7.69,-9.73,2.60417018638,0.289352242931,0.286702672782,0.0318558525313,69.0,2048283.0,22.0,61.0,
BJP0134,42.0,17.0,44.0,21.0,39.0,-3.99,-13.54,2.29392083665,0.286740104582,0.341355100343,0.0426693875429,17.0,475663.0,12.0,17.0,
KBP0008,23.0,18.0,40.0,11.0,34.0,3.65,-7.0,15.7062803213,0.290857042988,0.341355100343,0.0063213907471,72.0,2301359.0,48.0,64.0,
FLM0213,20.0,41.0,46.0,15.0,24.0,-1.75,-23.43,11.2342138787,0.288056766121,0.341355100343,0.00875269488059,375.0,11354205.0,243.0,232.0,
RRP0568,43.0,50.0,38.0,18.0,33.0,-11.22,-29.18,6.44229358652,0.29283152666,0.291982910479,0.0132719504763,160.0,5220261.0,116.0,112.0,
SAA0999,20.0,17.0,34.0,11.0,36.0,3.69,-4.15,8.2000380234,0.282759931841,0.341355100343,0.0117708655291,173.0,5121373.0,207.0,113.0,
THR0873,37.0,44.0,21.0,40.0,38.0,-20.97,-29.67,11.8287768404,0.295719421011,0.30438175398,0.00760954384951,224.0,6620937.0,201.0,137.0,
KRM0541,40.0,20.0,38.0,36.0,23.0,-15.66,-27.31,9.58892563439,0.290573504072,0.341355100343,0.0103440939498,649.0,19693293.0,210.0,257.0,
KSP0966,42.0,36.0,19.0,24.0,35.0,-15.53,-22.01,1.74088165913,0.290146943188,0.286702672782,0.047783778797,41.0,1147980.0,0.0,37.0,
LOF0311,41.0,15.0,36.0,10.0,32.0,-2.32,-10.23,13.141520991,0.292033799799,0.30438175398,0.00676403897734,361.0,10490648.0,244.0,207.0,
MBR0724,33.0,44.0,18.0,35.0,31.0,-20.05,-29.55,1.70805089612,0.284675149354,0.341355100343,0.0568925167239,19.0,542441.0,0.0,19.0,
MLP0668,40.0,17.0,16.0,43.0,33.0,-21.29,-21.52,9.71751505105,0.277643287173,0.341355100343,0.00975300286695,637.0,19104075.0,708.0,270.0,
CUD0795,12.0,40.0,30.0,44.0,24.0,-15.66,-30.96,9.38100099553,0.275911793986,0.30438175398,0.00895240452884,218.0,6789651.0,232.0,169.0,
GZC0735,44.0,16.0,15.0,27.0,25.0,-17.62,-19.16,15.1193558935,0.285270865916,0.341355100343,0.00644066227063,725.0,21668891.0,712.0,290.0,
HLH0512,15.0,42.0,36.0,22.0,32.0,-4.0,-20.53,7.41655474181,0.285252105454,0.30438175398,0.0117069905377,208.0,6160800.0,196.0,158.0,
NJB0243,23.0,35.0,37.0,24.0,34.0,-5.41,-19.45,9.69388636343,0.302933948857,0.291982910479,0.00912446595247,132.0,3947264.0,31.0,102.0,
GCS0518,41.0,36.0,23.0,38.0,21.0,-23.61,-34.56,4.40229369996,0.314449549997,0.286702672782,0.0204787623416,131.0,4236540.0,0.0,102.0,
NMC0486,42.0,10.0,23.0,21.0,27.0,-11.0,-13.58,17.3285633967,0.284074809782,0.30438175398,0.00498986481935,946.0,28105990.0,0.0,329.0,
KMB0922,43.0,43.0,17.0,24.0,27.0,-19.37,-28.86,6.79219790851,0.308736268569,0.30438175398,0.0138355342718,289.0,8468555.0,257.0,173.0,
CFM0767,46.0,23.0,22.0,35.0,29.0,-20.07,-24.98,3.24256593999,0.294778721818,0.30438175398,0.0276710685437,50.0,1584893.0,5.0,48.0,
HAD0246,44.0,39.0,32.0,45.0,38.0,-21.67,-32.59,13.7291689787,0.292109978271,0.341355100343,0.00726287447539,235.0,6778697.0,241.0,180.0,
ANP0555,13.0,40.0,42.0,23.0,28.0,-2.97,-22.16,10.3755781625,0.288210504514,0.30438175398,0.00845504872168,737.0,22028514.0,0.0,271.0,
LBF0214,18.0,44.0,18.0,38.0,28.0,-17.56,-28.44,18.0776987262,0.282464042597,0.341355100343,0.00533367344286,506.0,15019066.0,454.0,309.0,
DJB0159,20.0,37.0,27.0,38.0,37.0,-12.63,-22.71,14.4841296984,0.289682593967,0.286702672782,0.00573405345564,1502.0,44958048.0,1174.0,359.0,
BWP0202,20.0,36.0,15.0,25.0,28.0,-12.04,-19.73,10.0845404035,0.296604129513,0.341355100343,0.0100398558924,527.0,15616941.0,377.0,210.0,
CQH0730,21.0,18.0,37.0,49.0,27.0,-14.52,-25.01,18.1638278723,0.275209513217,0.341355100343,0.0051720469749,689.0,20405500.0,223.0,279.0,
JCR0289,32.0,43.0,33.0,33.0,29.0,-15.46,-30.78,2.40681436985,0.300851796231,0.341355100343,0.0426693875429,25.0,778595.0,12.0,25.0,
AES0827,39.0,40.0,34.0,38.0,23.0,-20.42,-36.2,3.05834832739,0.305834832739,0.341355100343,0.0341355100343,33.0,1020761.0,0.0,33.0,
SLP0762,26.0,13.0,40.0,18.0,26.0,-1.38,-12.18,3.24379032168,0.294890029243,0.341355100343,0.0310322818494,52.0,1583955.0,47.0,49.0,
CLD0894,19.0,21.0,50.0,16.0,36.0,5.2,-9.63,4.82522796744,0.301576747965,0.286702672782,0.0179189170489,116.0,3422970.0,0.0,96.0,
LCD0622,30.0,26.0,13.0,14.0,26.0,-9.69,-14.02,14.7411189732,0.289041548493,0.341355100343,0.00669323726163,576.0,17838010.0,0.0,282.0,
CMB0912,46.0,43.0,16.0,22.0,31.0,-18.7,-26.79,15.2712000045,0.293676923163,0.291982910479,0.00561505597075,469.0,13936913.0,394.0,237.0,
ZKS0899,47.0,20.0,42.0,43.0,30.0,-18.09,-29.12,3.96349702242,0.30488438634,0.30438175398,0.0234139810754,109.0,3138322.0,24.0,85.0,
JCV0245,40.0,44.0,22.0,20.0,27.0,-15.66,-27.51,8.18051742959,0.314635285753,0.341355100343,0.0131290423209,124.0,3753018.0,19.0,95.0,
AMH0794,43.0,42.0,33.0,40.0,31.0,-21.13,-35.02,9.69296410408,0.302905128253,0.30438175398,0.00951192981189,274.0,8270660.0,184.0,193.0,
FKB0163,39.0,35.0,25.0,39.0,22.0,-22.54,-33.8,6.91986611889,0.3008637443,0.286702672782,0.0124653335992,1420.0,43076143.0,315.0,322.0,
AKC0924,40.0,44.0,35.0,37.0,27.0,-19.72,-36.04,6.92627362224,0.301142331402,0.341355100343,0.0148415261019,306.0,8982665.0,238.0,168.0,
ILR0304,20.0,22.0,18.0,46.0,30.0,-17.6,-21.6,1.92228310129,0.274611871613,0.341355100343,0.0487650143347,21.0,643173.0,4.0,21.0,
AJF0370,37.0,33.0,11.0,15.0,36.0,-11.44,-14.32,12.3680609637,0.294477641993,0.341355100343,0.00812750238912,759.0,22778829.0,622.0,311.0,
OKC0107,32.0,40.0,16.0,47.0,35.0,-23.81,-30.34,10.7051712713,0.297365868646,0.30438175398,0.00845504872168,506.0,15037149.0,299.0,248.0,
OCS0865,29.0,24.0,43.0,35.0,32.0,-9.16,-22.28,11.8079769811,0.295199424526,0.30438175398,0.00760954384951,192.0,5842066.0,185.0,127.0,
UJC0737,16.0,12.0,12.0,38.0,25.0,-14.06,-14.55,11.2365363005,0.267536578582,0.291982910479,0.00695197405902,512.0,15135884.0,349.0,223.0,
MCF0327,39.0,41.0,24.0,44.0,25.0,-25.18,-36.96,12.0580390449,0.287096167735,0.341355100343,0.00812750238912,365.0,10593111.0,0.0,202.0,
SGS0268,47.0,45.0,30.0,19.0,22.0,-16.69,-32.6,7.78326511844,0.288269078461,0.30438175398,0.0112733982956,198.0,5991261.0,54.0,156.0,
BNG0237,39.0,36.0,36.0,47.0,27.0,-22.19,-36.49,10.0208496937,0.294730873343,0.341355100343,0.0100398558924,785.0,22936036.0,892.0,264.0,
OSH0655,16.0,21.0,42.0,39.0,28.0,-7.71,-21.11,5.27765224038,0.277771170546,0.286702672782,0.0150896143569,134.0,4252627.0,90.0,111.0,
CSB0080,35.0,19.0,39.0,34.0,36.0,-9.77,-18.81,8.61058778895,0.296916820309,0.341355100343,0.0117708655291,145.0,4203158.0,0.0,104.0,
ERH0449,44.0,15.0,35.0,17.0,25.0,-8.16,-17.02,1.85615471341,0.309359118902,0.286702672782,0.047783778797,21.0,556915.0,0.0,21.0,
EGK0893,21.0,30.0,11.0,47.0,27.0,-22.08,-26.35,3.51422998013,0.270325383087,0.30438175398,0.0234139810754,104.0,3139675.0,11.0,82.0,
ESA0642,32.0,14.0,44.0,30.0,32.0,-6.06,-16.7,5.72343289153,0.286171644577,0.286702672782,0.0143351336391,107.0,3385421.0,0.0,89.0,
CRK0916,32.0,46.0,26.0,19.0,32.0,-10.95,-24.11,7.13178131576,0.297157554823,0.341355100343,0.014223129181,363.0,10906037.0,97.0,197.0,
BBH0810,40.0,25.0,10.0,21.0,32.0,-14.85,-15.77,8.42838973673,0.290634128853,0.291982910479,0.0100683762234,328.0,10035707.0,0.0,172.0,
JRF0835,44.0,33.0,18.0,37.0,18.0,-25.57,-34.39,3.43369927741,0.286141606451,0.341355100343,0.0284462583619,38.0,1245679.0,33.0,38.0,
SJC0333,22.0,39.0,31.0,36.0,29.0,-13.61,-27.51,3.91630144536,0.301253957336,0.291982910479,0.022460223883,114.0,3605184.0,96.0,88.0,
HCS0003,35.0,28.0,14.0,15.0,30.0,-10.73,-14.8,16.2371682667,0.295221241213,0.341355100343,0.00620645636988,68.0,2066450.0,64.0,62.0,
EMB0531,31.0,41.0,31.0,36.0,36.0,-14.95,-27.35,5.47511878692,0.30417326594,0.30438175398,0.0169100974434,119.0,3508716.0,112.0,92.0,
JIM0095,10.0,18.0,21.0,15.0,35.0,1.32,-2.64,12.5884799636,0.273662607903,0.291982910479,0.00634745457563,258.0,8007704.0,90.0,195.0,
KJS0618,19.0,15.0,20.0,10.0,37.0,1.48,-0.46,13.4704681089,0.274907512427,0.341355100343,0.00696643061925,597.0,17820490.0,341.0,271.0,
EBC0390,40.0,40.0,40.0,22.0,33.0,-9.94,-25.91,12.5123198314,0.305178532474,0.30438175398,0.00742394521903,49.0,1473343.0,0.0,45.0,
WGS0516,11.0,20.0,39.0,20.0,29.0,1.61,-10.8,4.69310378804,0.293318986753,0.291982910479,0.0182489319049,130.0,3725493.0,0.0,103.0,
NGF0157,45.0,38.0,22.0,46.0,32.0,-26.18,-34.43,9.18707981139,0.296357413271,0.341355100343,0.0110114548498,35.0,1075905.0,24.0,33.0,
KAT0489,22.0,41.0,36.0,23.0,26.0,-7.81,-25.07,16.058623433,0.297381915426,0.341355100343,0.0063213907471,841.0,25529618.0,832.0,316.0,
CCH0685,47.0,24.0,42.0,34.0,29.0,-15.1,-27.66,7.95574094957,0.294657072206,0.341355100343,0.0126427814942,162.0,4791126.0,170.0,112.0,
DMM0623,36.0,27.0,21.0,39.0,30.0,-19.44,-25.29,16.637078281,0.302492332381,0.341355100343,0.00620645636988,568.0,17125461.0,626.0,292.0,
SAH0599,13.0,22.0,44.0,18.0,22.0,1.12,-15.25,1.62397681848,0.27066280308,0.286702672782,0.047783778797,38.0,1080807.0,28.0,34.0,
CPG0322,17.0,13.0,19.0,24.0,36.0,-4.11,-5.17,13.6586430174,0.278747816681,0.341355100343,0.00696643061925,329.0,9898578.0,320.0,192.0,
OBH0499,35.0,18.0,41.0,16.0,34.0,-1.85,-12.17,12.7151008217,0.302740495755,0.341355100343,0.00812750238912,843.0,25170407.0,697.0,343.0,
SNS0129,26.0,10.0,43.0,35.0,30.0,-6.5,-16.31,8.50593678193,0.283531226064,0.32992232246,0.0109974107487,33.0,978967.0,21.0,32.0,
PKB0429,34.0,42.0,43.0,40.0,22.0,-18.09,-38.2,5.40837704447,0.284651423393,0.291982910479,0.0153675216042,256.0,7908528.0,130.0,173.0,
NAH0503,33.0,17.0,23.0,35.0,38.0,-12.8,-14.98,14.5799304101,0.291598608202,0.341355100343,0.00682710200686,775.0,22893379.0,725.0,321.0,
FRB0023,45.0,14.0,12.0,14.0,14.0,-15.4,-18.01,7.90111498224,0.272452240767,0.32992232246,0.011376631809,33.0,1032099.0,26.0,32.0,
CWB0065,50.0,33.0,14.0,20.0,23.0,-19.86,-26.09,8.81313044187,0.284294530383,0.291982910479,0.00941880356384,244.0,7270735.0,211.0,168.0,
ATP0662,17.0,16.0,41.0,20.0,39.0,3.35,-6.08,12.6697737703,0.28794940387,0.341355100343,0.00775807046234,301.0,9075850.0,326.0,178.0,
DPM0423,37.0,38.0,38.0,15.0,27.0,-7.65,-23.99,12.0220157543,0.308256814213,0.341355100343,0.00875269488059,522.0,15822830.0,514.0,274.0,
WKF0012,37.0,44.0,20.0,45.0,23.0,-26.97,-38.65,15.4310073604,0.285759395563,0.32992232246,0.00610967263816,306.0,9085004.0,170.0,191.0,
AKF0709,42.0,31.0,29.0,22.0,32.0,-12.09,-21.6,0.682813239376,0.341406619688,0.286702672782,0.143351336391,11.0,356720.0,0.0,11.0,
CJF0802,36.0,39.0,38.0,43.0,21.0,-20.99,-38.48,12.9205873859,0.28712416413,0.30438175398,0.00676403897734,249.0,7461086.0,205.0,183.0,
IRM0931,44.0,46.0,33.0,35.0,30.0,-20.16,-35.45,13.3211389387,0.302753157698,0.341355100343,0.00775807046234,344.0,10377121.0,334.0,210.0,
FQA0854,41.0,38.0,30.0,34.0,26.0,-19.26,-32.29,11.8307953795,0.311336720512,0.341355100343,0.0089830289564,196.0,6083686.0,179.0,126.0,
