user_id, o, c, e, a, n, cpb-i, cpb-o, dis_ocean, dis_os, email_ratio, cnt_send, cnt_s_size, cnt_s_attach, cnt_s_days
SCP0130,42.0,18.0,35.0,32.0,24.0,-14.73,-24.46,140.863054814,122.0,52.0,1578975.0,58.0,47.0,
CMW0783,21.0,35.0,14.0,16.0,26.0,-9.04,-16.67,341.705854912,242.0,22.0,731782.0,0.0,20.0,
RKF0164,40.0,42.0,17.0,18.0,42.0,-12.13,-18.16,505.203805147,300.0,580.0,17342729.0,490.0,231.0,
DOL0332,32.0,40.0,41.0,18.0,24.0,-7.73,-26.62,253.089468517,270.0,84.0,2543256.0,88.0,75.0,
RSC0089,41.0,26.0,35.0,21.0,29.0,-9.78,-20.87,418.908963055,364.0,178.0,5132541.0,127.0,108.0,
CCM0136,16.0,16.0,39.0,40.0,29.0,-7.85,-18.49,186.677927976,134.0,25.0,785187.0,21.0,25.0,
NCH0179,17.0,12.0,40.0,17.0,25.0,1.67,-9.55,962.469050902,578.0,227.0,6821166.0,218.0,156.0,
NBH0256,41.0,43.0,14.0,21.0,22.0,-19.43,-29.12,681.00895013,496.0,163.0,5072601.0,134.0,105.0,
ORG0339,50.0,28.0,46.0,47.0,20.0,-23.39,-40.21,587.557108026,294.0,92.0,2631316.0,50.0,76.0,
FRR0832,43.0,40.0,25.0,19.0,30.0,-14.02,-25.04,229.525743126,196.0,36.0,1110039.0,41.0,34.0,
MSD0939,24.0,37.0,15.0,42.0,31.0,-19.99,-26.73,937.917016607,564.0,310.0,9455810.0,73.0,169.0,
OQH0183,34.0,38.0,18.0,33.0,23.0,-20.45,-30.1,417.78182555,318.0,91.0,2841127.0,17.0,78.0,
BSH0445,38.0,22.0,30.0,15.0,21.0,-8.83,-19.06,533.781389491,420.0,164.0,4978897.0,117.0,123.0,
NGO0690,43.0,41.0,41.0,17.0,24.0,-10.76,-29.4,704.439062353,528.0,146.0,4626193.0,84.0,104.0,
VCC0396,21.0,45.0,16.0,37.0,23.0,-19.89,-31.33,546.440230146,368.0,21.0,584190.0,17.0,19.0,
WDD0366,43.0,42.0,17.0,19.0,28.0,-16.82,-25.9,634.689638797,404.0,399.0,12004975.0,322.0,190.0,
KPP0452,44.0,46.0,44.0,16.0,19.0,-11.88,-34.15,146.023356321,106.0,15.0,461593.0,14.0,14.0,
RTO0313,44.0,45.0,25.0,17.0,27.0,-14.98,-28.08,906.686790635,606.0,284.0,8653844.0,268.0,174.0,
ABM0845,45.0,21.0,35.0,50.0,29.0,-22.65,-31.56,206.113851284,176.0,33.0,985823.0,20.0,29.0,
VIA0063,40.0,34.0,19.0,50.0,33.0,-26.27,-32.23,1287.56694175,780.0,598.0,18127497.0,155.0,237.0,
CCW0031,33.0,47.0,30.0,39.0,33.0,-18.77,-33.01,888.840286094,584.0,37.0,1056653.0,40.0,36.0,
IYB0918,17.0,21.0,42.0,14.0,30.0,3.22,-10.17,391.257699646,284.0,291.0,8566361.0,76.0,163.0,
ORM0669,44.0,39.0,28.0,39.0,36.0,-20.57,-30.59,495.691017678,364.0,260.0,7800457.0,241.0,144.0,
MJB0588,39.0,24.0,15.0,47.0,38.0,-22.88,-23.52,259.845241864,196.0,33.0,898414.0,11.0,30.0,
LIM0674,18.0,13.0,35.0,49.0,20.0,-15.0,-25.11,879.706008732,448.0,234.0,7144709.0,192.0,142.0,
LHN0151,13.0,15.0,19.0,32.0,26.0,-9.07,-13.03,573.150514232,276.0,17.0,497061.0,11.0,14.0,
WTR0563,47.0,45.0,46.0,15.0,31.0,-8.81,-28.65,626.921595281,348.0,198.0,6039008.0,0.0,137.0,
MKS0204,21.0,30.0,21.0,16.0,31.0,-5.29,-12.96,925.891630409,582.0,568.0,16967101.0,151.0,217.0,
AAW0353,49.0,45.0,19.0,25.0,34.0,-19.74,-28.6,320.160766764,214.0,35.0,1106702.0,0.0,35.0,
WJD0576,40.0,20.0,23.0,38.0,26.0,-19.55,-24.92,104.133196977,120.0,21.0,683200.0,4.0,21.0,
ILH0958,28.0,17.0,20.0,19.0,24.0,-8.53,-13.39,216.960313803,168.0,27.0,799151.0,35.0,26.0,
TLK0993,41.0,36.0,40.0,35.0,22.0,-17.83,-34.9,480.659923509,340.0,561.0,16628570.0,0.0,231.0,
WAB0143,43.0,43.0,24.0,22.0,33.0,-15.32,-26.06,600.826667145,364.0,25.0,794426.0,0.0,23.0,
RAG0275,23.0,38.0,35.0,41.0,32.0,-14.18,-28.44,648.234534216,384.0,24.0,692695.0,21.0,23.0,
KWC0004,23.0,38.0,39.0,20.0,27.0,-5.35,-22.66,1008.60974755,792.0,58.0,1673100.0,16.0,49.0,
CJK0200,40.0,29.0,24.0,38.0,31.0,-19.54,-26.65,661.609480483,414.0,27.0,725907.0,0.0,27.0,
FEB0306,40.0,42.0,26.0,25.0,31.0,-15.53,-27.28,119.119584698,138.0,23.0,685814.0,26.0,23.0,
NKH0807,45.0,44.0,40.0,22.0,20.0,-15.2,-35.03,468.13100862,358.0,361.0,10958318.0,196.0,189.0,
JMC0925,33.0,10.0,23.0,19.0,31.0,-6.48,-8.63,971.365553909,600.0,412.0,12347252.0,411.0,214.0,
SBH0537,34.0,21.0,14.0,13.0,33.0,-7.73,-9.24,826.963016614,528.0,297.0,8866756.0,266.0,184.0,
JJB0700,15.0,19.0,39.0,37.0,28.0,-6.98,-18.8,157.973432829,108.0,18.0,548207.0,27.0,18.0,
AIS0405,40.0,45.0,14.0,37.0,35.0,-23.21,-30.2,407.41744309,284.0,15.0,469982.0,7.0,14.0,
HAH0760,34.0,17.0,22.0,37.0,30.0,-16.13,-19.69,371.188374168,230.0,29.0,824872.0,26.0,28.0,
AHD0848,24.0,30.0,49.0,16.0,30.0,0.57,-17.54,167.65891803,152.0,42.0,1226500.0,55.0,36.0,
LDM0587,49.0,20.0,23.0,21.0,26.0,-14.94,-20.2,169.106526615,152.0,17.0,487338.0,4.0,15.0,
AJN0607,45.0,42.0,16.0,47.0,23.0,-30.91,-40.11,1400.95086166,730.0,175.0,5224099.0,169.0,114.0,
EIS0041,41.0,44.0,17.0,48.0,30.0,-28.53,-37.23,692.393095376,474.0,664.0,19244997.0,553.0,212.0,
MLG0475,45.0,16.0,18.0,19.0,25.0,-13.73,-16.49,102.216199118,90.0,15.0,490746.0,10.0,15.0,
EPW0434,32.0,36.0,38.0,22.0,33.0,-7.4,-21.91,351.801679872,324.0,110.0,3281243.0,59.0,90.0,
JAM0382,25.0,23.0,41.0,17.0,23.0,-2.72,-17.45,428.247558675,296.0,17.0,500695.0,5.0,17.0,
NCK0295,31.0,30.0,38.0,36.0,34.0,-11.92,-24.29,173.417044308,166.0,20.0,566991.0,0.0,20.0,
LJT0817,39.0,43.0,38.0,39.0,24.0,-20.09,-37.94,793.783538645,562.0,356.0,10454617.0,382.0,192.0,
CAM0102,31.0,44.0,19.0,15.0,27.0,-11.56,-22.85,575.342043015,368.0,26.0,866971.0,0.0,25.0,
SOG0411,26.0,19.0,21.0,24.0,23.0,-10.39,-16.41,697.709937819,464.0,223.0,6883108.0,190.0,145.0,
KSH0569,15.0,39.0,23.0,14.0,22.0,-5.73,-19.07,688.347512071,436.0,225.0,6634105.0,262.0,152.0,
BDI0533,37.0,36.0,15.0,41.0,19.0,-26.18,-34.77,394.632651942,320.0,112.0,3413986.0,103.0,89.0,
PMJ0564,30.0,21.0,40.0,14.0,39.0,0.98,-8.95,889.976993071,536.0,221.0,6914484.0,241.0,156.0,
HGG0240,20.0,26.0,24.0,36.0,31.0,-12.2,-19.51,644.070158637,452.0,388.0,11568097.0,247.0,190.0,
MGS0974,17.0,39.0,39.0,40.0,27.0,-12.31,-29.8,489.305203938,266.0,301.0,8922401.0,278.0,184.0,
DHM0937,43.0,22.0,21.0,15.0,24.0,-11.86,-17.82,658.71734343,472.0,225.0,7062451.0,124.0,136.0,
ENC0234,21.0,23.0,32.0,19.0,23.0,-4.63,-16.19,546.922167867,426.0,2012.0,60142243.0,408.0,276.0,
CEB0210,42.0,24.0,44.0,23.0,34.0,-7.17,-19.79,631.813400807,432.0,28.0,816959.0,18.0,26.0,
YJV0699,17.0,25.0,30.0,13.0,31.0,0.25,-9.61,33.8436070886,60.0,7.0,232570.0,0.0,7.0,
BMT0528,33.0,25.0,39.0,25.0,30.0,-7.7,-20.08,314.919534128,320.0,112.0,3431287.0,140.0,94.0,
CJC0494,40.0,39.0,39.0,42.0,42.0,-16.47,-29.32,1368.04991227,864.0,580.0,16919353.0,408.0,247.0,
GCS0571,22.0,18.0,16.0,23.0,32.0,-7.69,-9.73,215.693022152,168.0,32.0,947129.0,8.0,29.0,
BJP0134,42.0,17.0,44.0,21.0,39.0,-3.99,-13.54,187.305993121,150.0,15.0,411311.0,12.0,15.0,
KBP0008,23.0,18.0,40.0,11.0,34.0,3.65,-7.0,1144.88815177,594.0,47.0,1544739.0,29.0,40.0,
FLM0213,20.0,41.0,46.0,15.0,24.0,-1.75,-23.43,777.696827497,432.0,31.0,889693.0,12.0,30.0,
RRP0568,43.0,50.0,38.0,18.0,33.0,-11.22,-29.18,408.112697415,296.0,152.0,4995193.0,107.0,104.0,
SAA0999,20.0,17.0,34.0,11.0,36.0,3.69,-4.15,768.254258256,420.0,167.0,4936162.0,200.0,107.0,
THR0873,37.0,44.0,21.0,40.0,38.0,-20.97,-29.67,853.49555993,622.0,209.0,6250997.0,198.0,126.0,
KRM0541,40.0,20.0,38.0,36.0,23.0,-15.66,-27.31,681.02841725,452.0,437.0,13429245.0,113.0,187.0,
KSP0966,42.0,36.0,19.0,24.0,35.0,-15.53,-22.01,150.2962225,136.0,31.0,851160.0,0.0,29.0,
LOF0311,41.0,15.0,36.0,10.0,32.0,-2.32,-10.23,964.698681106,638.0,344.0,10027350.0,230.0,194.0,
MBR0724,33.0,44.0,18.0,35.0,31.0,-20.05,-29.55,149.355181855,108.0,18.0,509826.0,0.0,18.0,
FSC0601,37.0,30.0,37.0,15.0,30.0,-5.9,-18.94,719.159820336,574.0,157.0,4707860.0,42.0,106.0,
MLP0668,40.0,17.0,16.0,43.0,33.0,-21.29,-21.52,836.187446378,460.0,257.0,7430130.0,274.0,163.0,
CUD0795,12.0,40.0,30.0,44.0,24.0,-15.66,-30.96,798.261159595,422.0,205.0,6378416.0,225.0,158.0,
GZC0735,44.0,16.0,15.0,27.0,25.0,-17.62,-19.16,1345.30561819,786.0,494.0,14559618.0,510.0,224.0,
HLH0512,15.0,42.0,36.0,22.0,32.0,-4.0,-20.53,586.926706417,404.0,152.0,4496945.0,127.0,125.0,
NJB0243,23.0,35.0,37.0,24.0,34.0,-5.41,-19.45,576.411352596,442.0,123.0,3695077.0,31.0,95.0,
GCS0518,41.0,36.0,23.0,38.0,21.0,-23.61,-34.56,315.115899822,312.0,94.0,3121721.0,0.0,79.0,
NMC0486,42.0,10.0,23.0,21.0,27.0,-11.0,-13.58,1451.75182283,864.0,539.0,15941291.0,0.0,248.0,
KMB0922,43.0,43.0,17.0,24.0,27.0,-19.37,-28.86,456.867802781,352.0,283.0,8287025.0,255.0,168.0,
CFM0767,46.0,23.0,22.0,35.0,29.0,-20.07,-24.98,209.031761015,126.0,19.0,691246.0,3.0,19.0,
HAD0246,44.0,39.0,32.0,45.0,38.0,-21.67,-32.59,897.67713206,562.0,210.0,6050608.0,222.0,156.0,
ANP0555,13.0,40.0,42.0,23.0,28.0,-2.97,-22.16,807.508128834,548.0,511.0,15378386.0,0.0,205.0,
LBF0214,18.0,44.0,18.0,38.0,28.0,-17.56,-28.44,1642.74634969,840.0,61.0,1730805.0,42.0,56.0,
DJB0159,20.0,37.0,27.0,38.0,37.0,-12.63,-22.71,1042.0731503,682.0,637.0,19087532.0,486.0,245.0,
BWP0202,20.0,36.0,15.0,25.0,28.0,-12.04,-19.73,683.019344499,388.0,512.0,15167827.0,367.0,197.0,
CQH0730,21.0,18.0,37.0,49.0,27.0,-14.52,-25.01,1517.66217355,810.0,473.0,14075796.0,147.0,199.0,
JCR0289,32.0,43.0,33.0,33.0,29.0,-15.46,-30.78,205.03890449,154.0,24.0,738395.0,12.0,24.0,
AES0827,39.0,40.0,34.0,38.0,23.0,-20.42,-36.2,200.676770692,196.0,25.0,780953.0,0.0,25.0,
SLP0762,26.0,13.0,40.0,18.0,26.0,-1.38,-12.18,164.915828676,110.0,19.0,581963.0,24.0,18.0,
CLD0894,19.0,21.0,50.0,16.0,36.0,5.2,-9.63,415.718260359,316.0,82.0,2406129.0,0.0,70.0,
LCD0622,30.0,26.0,13.0,14.0,26.0,-9.69,-14.02,1032.33889126,634.0,189.0,5830508.0,0.0,119.0,
CMB0912,46.0,43.0,16.0,22.0,31.0,-18.7,-26.79,1208.24361403,704.0,452.0,13466236.0,375.0,225.0,
ZKS0899,47.0,20.0,42.0,43.0,30.0,-18.09,-29.12,256.483848481,252.0,70.0,2045005.0,17.0,53.0,
JCV0245,40.0,44.0,22.0,20.0,27.0,-15.66,-27.51,429.189785062,326.0,112.0,3372222.0,19.0,84.0,
AMH0794,43.0,42.0,33.0,40.0,31.0,-21.13,-35.02,609.919170135,426.0,262.0,7938180.0,176.0,182.0,
FKB0163,39.0,35.0,25.0,39.0,22.0,-22.54,-33.8,410.77720556,312.0,609.0,18645531.0,132.0,235.0,
AKC0924,40.0,44.0,35.0,37.0,27.0,-19.72,-36.04,373.281974949,332.0,297.0,8732365.0,233.0,161.0,
ILR0304,20.0,22.0,18.0,46.0,30.0,-17.6,-21.6,254.213107747,154.0,21.0,643173.0,4.0,21.0,
AJF0370,37.0,33.0,11.0,15.0,36.0,-11.44,-14.32,849.975929604,560.0,376.0,11270585.0,307.0,200.0,
OKC0107,32.0,40.0,16.0,47.0,35.0,-23.81,-30.34,757.149322775,526.0,232.0,6974678.0,155.0,142.0,
OCS0865,29.0,24.0,43.0,35.0,32.0,-9.16,-22.28,829.771096258,586.0,180.0,5520708.0,170.0,117.0,
UJC0737,16.0,12.0,12.0,38.0,25.0,-14.06,-14.55,1088.94206777,518.0,346.0,10427464.0,273.0,163.0,
MCF0327,39.0,41.0,24.0,44.0,25.0,-25.18,-36.96,1003.73492415,614.0,351.0,10168886.0,0.0,192.0,
SGS0268,47.0,45.0,30.0,19.0,22.0,-16.69,-32.6,542.724482713,328.0,17.0,474044.0,2.0,16.0,
BNG0237,39.0,36.0,36.0,47.0,27.0,-22.19,-36.49,715.402566273,516.0,538.0,15757039.0,619.0,217.0,
OSH0655,16.0,21.0,42.0,39.0,28.0,-7.71,-21.11,488.213231765,292.0,88.0,2791953.0,57.0,76.0,
CSB0080,35.0,19.0,39.0,34.0,36.0,-9.77,-18.81,581.36185203,426.0,134.0,3909886.0,0.0,93.0,
ERH0449,44.0,15.0,35.0,17.0,25.0,-8.16,-17.02,148.879780801,138.0,21.0,556915.0,0.0,21.0,
EGK0893,21.0,30.0,11.0,47.0,27.0,-22.08,-26.35,392.849623525,264.0,75.0,2301712.0,6.0,56.0,
MMB0488,21.0,18.0,16.0,24.0,27.0,-9.02,-12.24,1147.54590681,736.0,490.0,14991259.0,229.0,225.0,
ESA0642,32.0,14.0,44.0,30.0,32.0,-6.06,-16.7,462.391538946,340.0,69.0,2164134.0,0.0,58.0,
CRK0916,32.0,46.0,26.0,19.0,32.0,-10.95,-24.11,373.502915866,304.0,351.0,10562241.0,96.0,186.0,
BBH0810,40.0,25.0,10.0,21.0,32.0,-14.85,-15.77,555.475709885,374.0,316.0,9707412.0,0.0,161.0,
JRF0835,44.0,33.0,18.0,37.0,18.0,-25.57,-34.39,240.783832553,184.0,27.0,943188.0,25.0,27.0,
SJC0333,22.0,39.0,31.0,36.0,29.0,-13.61,-27.51,232.80295031,210.0,80.0,2467728.0,59.0,64.0,
HCS0003,35.0,28.0,14.0,15.0,30.0,-10.73,-14.8,1054.24636866,578.0,40.0,1150668.0,36.0,37.0,
EMB0531,31.0,41.0,31.0,36.0,36.0,-14.95,-27.35,359.201278704,320.0,89.0,2637418.0,82.0,74.0,
JIM0095,10.0,18.0,21.0,15.0,35.0,1.32,-2.64,1042.86560318,512.0,29.0,920801.0,17.0,28.0,
KJS0618,19.0,15.0,20.0,10.0,37.0,1.48,-0.46,1298.23019015,714.0,205.0,6142312.0,134.0,121.0,
EBC0390,40.0,40.0,40.0,22.0,33.0,-9.94,-25.91,781.410454212,580.0,36.0,1073603.0,0.0,33.0,
WGS0516,11.0,20.0,39.0,20.0,29.0,1.61,-10.8,384.596244993,308.0,99.0,2798063.0,0.0,81.0,
NGF0157,45.0,38.0,22.0,46.0,32.0,-26.18,-34.43,571.820644042,306.0,22.0,677533.0,18.0,20.0,
KAT0489,22.0,41.0,36.0,23.0,26.0,-7.81,-25.07,984.761490982,704.0,466.0,13978286.0,444.0,220.0,
CCH0685,47.0,24.0,42.0,34.0,29.0,-15.1,-27.66,534.738101596,420.0,153.0,4505116.0,153.0,103.0,
DMM0623,36.0,27.0,21.0,39.0,30.0,-19.44,-25.29,1051.93388988,838.0,179.0,5307418.0,204.0,124.0,
SAH0599,13.0,22.0,44.0,18.0,22.0,1.12,-15.25,162.00450075,106.0,15.0,446717.0,12.0,15.0,
CPG0322,17.0,13.0,19.0,24.0,36.0,-4.11,-5.17,1320.52193975,766.0,316.0,9433335.0,307.0,183.0,
OBH0499,35.0,18.0,41.0,16.0,34.0,-1.85,-12.17,776.152106451,528.0,480.0,14372206.0,428.0,243.0,
SNS0129,26.0,10.0,43.0,35.0,30.0,-6.5,-16.31,690.431214532,394.0,22.0,653602.0,13.0,21.0,
PKB0429,34.0,42.0,43.0,40.0,22.0,-18.09,-38.2,472.761593559,320.0,127.0,4029162.0,57.0,105.0,
NAH0503,33.0,17.0,23.0,35.0,38.0,-12.8,-14.98,974.595323871,628.0,431.0,12773268.0,392.0,216.0,
FRB0023,45.0,14.0,12.0,14.0,14.0,-15.4,-18.01,595.599947295,292.0,17.0,541540.0,15.0,17.0,
CWB0065,50.0,33.0,14.0,20.0,23.0,-19.86,-26.09,653.77409763,400.0,233.0,6970462.0,201.0,157.0,
ATP0662,17.0,16.0,41.0,20.0,39.0,3.35,-6.08,1191.28691752,748.0,291.0,8779540.0,307.0,173.0,
DPM0423,37.0,38.0,38.0,15.0,27.0,-7.65,-23.99,725.379149574,560.0,204.0,6338004.0,196.0,144.0,
WKF0012,37.0,44.0,20.0,45.0,23.0,-26.97,-38.65,1126.27063981,638.0,277.0,8197002.0,154.0,173.0,
AKF0709,42.0,31.0,29.0,22.0,32.0,-12.09,-21.6,35.1925087577,60.0,11.0,356720.0,0.0,11.0,
CJF0802,36.0,39.0,38.0,43.0,21.0,-20.99,-38.48,919.082201781,582.0,231.0,7016113.0,186.0,169.0,
IRM0931,44.0,46.0,33.0,35.0,30.0,-20.16,-35.45,765.080127016,548.0,328.0,9938694.0,324.0,198.0,
FQA0854,41.0,38.0,30.0,34.0,26.0,-19.26,-32.29,582.629677222,498.0,179.0,5580149.0,160.0,113.0,
GRC0145,30.0,43.0,24.0,46.0,27.0,-23.18,-35.47,810.280397069,452.0,31.0,945799.0,41.0,28.0,
KKS0119,15.0,28.0,39.0,33.0,27.0,-6.94,-21.59,765.295572102,500.0,358.0,10654802.0,362.0,195.0,
DBB0384,40.0,41.0,28.0,37.0,27.0,-20.99,-33.88,619.349371778,492.0,30.0,882214.0,6.0,27.0,
TRK0914,40.0,19.0,14.0,33.0,30.0,-18.53,-19.47,1003.78069644,592.0,394.0,11973962.0,215.0,216.0,
BSA0431,50.0,41.0,19.0,40.0,29.0,-27.05,-35.59,664.370796777,396.0,139.0,4138570.0,33.0,110.0,
CFG0959,42.0,21.0,24.0,17.0,20.0,-12.47,-20.19,227.52269618,188.0,34.0,1068425.0,28.0,32.0,
VMJ0147,23.0,28.0,37.0,22.0,24.0,-5.83,-20.25,716.312894194,488.0,474.0,14226289.0,558.0,204.0,
SAT0194,14.0,19.0,36.0,23.0,35.0,0.27,-9.16,680.871121082,386.0,27.0,820377.0,18.0,25.0,
HBO0413,41.0,35.0,18.0,15.0,18.0,-15.53,-25.5,833.228000973,508.0,164.0,4790851.0,0.0,124.0,
DZC0228,37.0,37.0,34.0,21.0,38.0,-8.43,-20.36,601.059404006,530.0,397.0,11949443.0,129.0,197.0,
TEB0251,44.0,50.0,22.0,13.0,36.0,-12.65,-24.05,469.028107269,266.0,103.0,3094176.0,90.0,80.0,
MNR0829,41.0,33.0,40.0,15.0,23.0,-8.51,-24.91,155.957877105,136.0,32.0,936845.0,19.0,30.0,
DOP0562,42.0,16.0,37.0,39.0,31.0,-15.24,-23.4,562.712028413,352.0,163.0,4903449.0,115.0,122.0,
UAD0771,46.0,34.0,15.0,30.0,31.0,-20.95,-25.99,267.720089287,178.0,21.0,580818.0,21.0,20.0,
ALD0544,16.0,18.0,18.0,13.0,32.0,-1.09,-4.37,895.406955185,528.0,429.0,12866227.0,422.0,197.0,
LCB0664,16.0,19.0,36.0,24.0,32.0,-1.48,-11.48,1143.91377839,762.0,332.0,9930492.0,254.0,180.0,
HCL0113,43.0,22.0,40.0,39.0,34.0,-15.03,-25.24,508.030278797,358.0,233.0,7379506.0,121.0,142.0,
TSB0437,26.0,23.0,16.0,30.0,26.0,-14.14,-18.62,98.9934799966,108.0,43.0,1309105.0,16.0,41.0,
EZH0736,44.0,41.0,37.0,19.0,31.0,-11.24,-26.7,871.838530396,734.0,439.0,13121441.0,149.0,188.0,
JCG0316,47.0,36.0,32.0,25.0,33.0,-14.69,-26.17,737.689179521,602.0,259.0,7971867.0,231.0,162.0,
MSG0839,42.0,46.0,19.0,39.0,29.0,-25.02,-35.38,130.637811753,136.0,27.0,795580.0,9.0,27.0,
LJJ0905,43.0,36.0,12.0,22.0,30.0,-17.92,-22.95,561.697260059,350.0,89.0,2593672.0,85.0,77.0,
HCM0267,36.0,45.0,39.0,20.0,32.0,-9.17,-26.64,653.429301793,482.0,522.0,15521241.0,523.0,220.0,
MTB0620,38.0,44.0,41.0,50.0,28.0,-22.97,-41.12,1214.094103,654.0,175.0,5199319.0,160.0,113.0,
CCH0182,42.0,44.0,47.0,23.0,29.0,-10.82,-31.3,261.783785049,170.0,87.0,2729594.0,66.0,73.0,
CAM0681,41.0,43.0,45.0,10.0,28.0,-5.51,-25.51,816.56381293,528.0,155.0,4687026.0,129.0,104.0,
LBH0942,40.0,42.0,23.0,30.0,29.0,-18.91,-29.91,784.6403202,632.0,419.0,12708132.0,128.0,231.0,
CAB0388,37.0,33.0,23.0,40.0,36.0,-19.19,-26.01,544.843144173,404.0,27.0,703575.0,24.0,25.0,
WGR0833,38.0,46.0,24.0,38.0,42.0,-19.02,-28.46,144.316612324,136.0,27.0,876772.0,0.0,26.0,
GQF0659,40.0,16.0,30.0,29.0,28.0,-12.81,-19.37,298.835325544,252.0,90.0,2549385.0,28.0,73.0,
CSP0197,37.0,44.0,17.0,13.0,26.0,-13.24,-23.76,778.798134642,440.0,30.0,892873.0,24.0,28.0,
OMM0944,17.0,14.0,27.0,21.0,29.0,-2.66,-8.63,196.33612486,152.0,32.0,961181.0,0.0,30.0,
IMP0530,40.0,17.0,42.0,50.0,32.0,-18.04,-27.98,393.34301695,292.0,102.0,3072210.0,53.0,83.0,
ORB0473,38.0,44.0,46.0,38.0,38.0,-14.16,-32.1,132.731621559,104.0,16.0,428797.0,16.0,16.0,
JML0909,24.0,32.0,39.0,40.0,21.0,-14.73,-31.29,407.576946103,320.0,85.0,2556623.0,67.0,71.0,
NDM0417,44.0,36.0,50.0,12.0,34.0,-3.46,-21.78,704.419559491,416.0,220.0,6699078.0,239.0,141.0,
FRL0511,20.0,30.0,47.0,20.0,30.0,-0.45,-17.94,456.169883342,372.0,97.0,2890058.0,116.0,84.0,
LAP0338,42.0,23.0,33.0,45.0,31.0,-19.94,-28.46,488.986375773,322.0,114.0,3467324.0,50.0,104.0,
HCV0478,46.0,36.0,18.0,12.0,24.0,-14.46,-23.14,1089.33128026,632.0,430.0,13261027.0,356.0,206.0,
KJA0152,16.0,16.0,39.0,38.0,34.0,-5.79,-15.32,727.261353476,352.0,669.0,20424040.0,0.0,206.0,
BSS0463,32.0,40.0,40.0,38.0,28.0,-15.62,-32.82,194.297500644,178.0,18.0,501464.0,15.0,18.0,
