user_id,O_Score,C_Score,E_Score,A_Score,N_Score,Team_CPB-I-mean,Team_CPB-O-mean,Users-less-mean-A,Users-less-mean-A and C,Users-less-mean-C,Users-High-mean-N,Team_CPB-I-median,Team_CPB-O-median,No-JobState-in-Team,Dpt-CPB-I-mean,Dpt_CPB-O-mean,Dpt-Less-A-mean,Dpt-Less-AC-mean,Dpt-less-C-mean,Dpt-High-N-mean,Dpt_CPB-I-median,Dpt_CPB-O-median,No-JobState-in-Dpt,Job State,Leader_CPB-I,Leader_CPB-O
MKS0204,21.0,30.0,21.0,16.0,31.0,0,0,0,0,0,0,0,0,0,-17.0206666667,-19.0572666667,3,1,1,1,-17.424,-19.3536,0,-1,-17.424,-25.5936,
AAW0353,49.0,45.0,19.0,25.0,34.0,-14.7781333333,-21.3720533333,11,5,13,14,-16.698,-23.0322,0,-14.2419574468,-19.8823574468,92,52,98,96,-14.278,-19.9542,0,-1,-8.228,-21.7492,
WJD0576,40.0,20.0,23.0,38.0,26.0,-14.4393333333,-22.0314,11,5,15,19,-14.762,-24.5218,0,-14.2419574468,-19.8823574468,92,52,98,96,-14.278,-19.9542,0,-1,-7.744,-13.8016,
ILH0958,28.0,17.0,20.0,19.0,24.0,-12.9712,-18.0130133333,20,14,20,11,-11.858,-15.3162,0,-14.2419574468,-19.8823574468,92,52,98,96,-14.278,-19.9542,0,-1,-7.744,-12.2416,
TLK0993,41.0,36.0,40.0,35.0,22.0,0,0,0,0,0,0,0,0,0,-12.9604444444,-19.6101777778,4,3,4,7,-15.488,-22.9232,0,-1,-9.196,-13.2044,
WAB0143,43.0,43.0,24.0,22.0,33.0,0,0,0,0,0,0,0,0,0,-13.3584,-17.17776,3,2,4,2,-11.132,-14.8348,0,-1,-13.552,-21.2928,
RAG0275,23.0,38.0,35.0,41.0,32.0,-16.7464,-21.01896,10,4,6,7,-18.634,-21.8026,0,-15.8219224806,-19.5382108527,73,31,49,58,-17.424,-18.3136,0,-1,-22.264,-19.2696,
LQC0479,27.0,38.0,34.0,17.0,36.0,-14.9717333333,-19.02176,17,10,15,16,-14.762,-16.9818,0,-14.8097834395,-19.2750980892,85,46,74,77,-16.456,-18.0184,0,-1,-10.164,-13.4996,
KWC0004,23.0,38.0,39.0,20.0,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-21.296,-29.8944,
CJK0200,40.0,29.0,24.0,38.0,31.0,0,0,0,0,0,0,0,0,0,-16.335,-19.0215,2,1,2,1,-16.456,-20.3584,0,-1,-8.228,-14.4692,
FEB0306,40.0,42.0,26.0,25.0,31.0,-14.4393333333,-20.1594,12,6,16,15,-13.794,-22.1466,0,-14.2419574468,-19.8823574468,92,52,98,96,-14.278,-19.9542,0,-1,-8.712,-19.2968,
IJM0776,41.0,35.0,19.0,41.0,32.0,-15.004,-18.9102666667,15,6,14,19,-16.698,-19.9122,0,-14.0236687898,-19.3500152866,77,45,84,70,-13.068,-19.5852,0,-1,-10.164,-9.3396,
NKH0807,45.0,44.0,40.0,22.0,20.0,-16.4882666667,-18.6175733333,10,4,5,8,-17.908,-16.3812,0,-15.5598811881,-19.3514574257,56,27,45,57,-17.424,-18.3136,0,-1,-13.068,-14.3852,
JMC0925,33.0,10.0,23.0,19.0,31.0,-15.972,-19.6388,8,4,6,7,-17.424,-17.7936,0,-14.8458613861,-19.5352950495,52,28,43,48,-16.94,-19.206,0,-1,-20.812,-26.1068,
SBH0537,34.0,21.0,14.0,13.0,33.0,-14.6490666667,-18.0566933333,10,4,7,13,-18.876,-18.2364,0,-15.5598811881,-19.3514574257,56,27,45,57,-17.424,-18.3136,0,-1,-18.392,-21.2088,
JJB0700,15.0,19.0,39.0,37.0,28.0,-13.794,-17.1026,20,11,16,18,-13.31,-15.759,0,-14.2419574468,-19.8823574468,92,52,98,96,-14.278,-19.9542,0,-1,-23.716,-12.9524,
AIS0405,40.0,45.0,14.0,37.0,35.0,-15.1077142857,-19.0929428571,8,5,8,4,-13.068,-18.5452,0,-15.5598811881,-19.3514574257,56,27,45,57,-17.424,-18.3136,0,-1,-10.164,-26.4996,
HAH0760,34.0,17.0,22.0,37.0,30.0,-15.2944,-19.06816,15,6,13,19,-16.94,-19.986,0,-14.0236687898,-19.3500152866,77,45,84,70,-13.068,-19.5852,0,-1,-10.164,-9.3396,
AHD0848,24.0,30.0,49.0,16.0,30.0,-15.6009333333,-20.9123066667,14,9,12,15,-16.698,-23.0322,0,-14.2419574468,-19.8823574468,92,52,98,96,-14.278,-19.9542,0,-1,-8.712,-21.3768,
LDM0587,49.0,20.0,23.0,21.0,26.0,-14.4393333333,-22.3260666667,10,4,15,19,-14.762,-24.5218,0,-14.2419574468,-19.8823574468,92,52,98,96,-14.278,-19.9542,0,-1,-7.744,-13.8016,
AJN0607,45.0,42.0,16.0,47.0,23.0,-15.246,-19.7814,15,8,15,13,-15.73,-20.137,0,-14.8097834395,-19.2750980892,85,46,74,77,-16.456,-18.0184,0,-1,-7.744,-24.2016,
BBS0039,44.0,37.0,34.0,21.0,40.0,-14.9072,-20.97808,9,3,9,11,-17.424,-21.9536,0,-15.488,-19.8985333333,32,14,24,33,-17.666,-19.4274,0,-1,-11.616,-22.7824,
EIS0041,41.0,44.0,17.0,48.0,30.0,-14.7378,-20.22442,10,3,9,11,-17.424,-20.1336,0,-15.488,-19.8985333333,32,14,24,33,-17.666,-19.4274,0,-1,-11.616,-22.7824,
MLG0475,45.0,16.0,18.0,19.0,25.0,-15.246,-21.6187333333,11,4,12,15,-17.908,-23.4012,0,-14.2419574468,-19.8823574468,92,52,98,96,-14.278,-19.9542,0,-1,-21.78,-19.642,
HRD0635,24.0,35.0,18.0,32.0,24.0,-13.068,-18.9958666667,14,9,17,11,-11.616,-18.8824,0,-14.0236687898,-19.3500152866,77,45,84,70,-13.068,-19.5852,0,-1,-18.392,-26.4088,
EPW0434,32.0,36.0,38.0,22.0,33.0,-14.7378,-19.96442,11,7,10,8,-14.52,-18.728,0,-15.8219224806,-19.5382108527,73,31,49,58,-17.424,-18.3136,0,-1,-10.648,-11.0472,
JAM0382,25.0,23.0,41.0,17.0,23.0,-15.1976,-21.58664,6,3,6,6,-16.94,-22.846,0,-14.8458613861,-19.5352950495,52,28,43,48,-16.94,-19.206,0,-1,-11.132,-20.0348,
NCK0295,31.0,30.0,38.0,36.0,34.0,-14.6329333333,-20.0277733333,13,6,15,15,-15.246,-21.5494,0,-14.2419574468,-19.8823574468,92,52,98,96,-14.278,-19.9542,0,-1,-8.712,-19.2968,
LJT0817,39.0,43.0,38.0,39.0,24.0,-16.5205333333,-18.03808,11,4,5,8,-17.908,-16.3812,0,-15.5598811881,-19.3514574257,56,27,45,57,-17.424,-18.3136,0,-1,-13.068,-14.3852,
CAM0102,31.0,44.0,19.0,15.0,27.0,-16.6012,-21.65068,9,4,6,8,-18.392,-23.8088,0,-15.8219224806,-19.5382108527,73,31,49,58,-17.424,-18.3136,0,-1,-22.264,-19.2696,
SOG0411,26.0,19.0,21.0,24.0,23.0,-16.0446,-18.88094,11,4,7,12,-18.634,-18.1626,0,-15.8219224806,-19.5382108527,73,31,49,58,-17.424,-18.3136,0,-1,-5.808,-23.6112,
KSH0569,15.0,39.0,23.0,14.0,22.0,-14.0682666667,-17.8449066667,10,5,8,14,-10.164,-15.5796,0,-15.5598811881,-19.3514574257,56,27,45,57,-17.424,-18.3136,0,-1,-10.164,-9.8596,
BDI0533,37.0,36.0,15.0,41.0,19.0,-14.4070666667,-20.51356,13,10,16,13,-13.552,-21.0328,0,-14.0236687898,-19.3500152866,77,45,84,70,-13.068,-19.5852,0,-1,-10.164,-12.9796,
PMJ0564,30.0,21.0,40.0,14.0,39.0,-14.6490666667,-18.0220266667,10,4,7,13,-18.876,-18.2364,0,-15.5598811881,-19.3514574257,56,27,45,57,-17.424,-18.3136,0,-1,-10.164,-9.8596,
HGG0240,20.0,26.0,24.0,36.0,31.0,-15.7138666667,-21.22408,7,4,5,8,-16.94,-25.446,0,-15.5598811881,-19.3514574257,56,27,45,57,-17.424,-18.3136,0,-1,-16.456,-31.0184,
MGS0974,17.0,39.0,39.0,40.0,27.0,0,0,0,0,0,0,0,0,0,-16.72,-19.3752727273,7,1,3,7,-18.876,-18.2364,0,-1,-11.616,-21.7424,
DHM0937,43.0,22.0,21.0,15.0,24.0,-16.3592,-20.9355466667,6,3,7,9,-17.424,-22.9936,0,-15.5598811881,-19.3514574257,56,27,45,57,-17.424,-18.3136,0,-1,-20.812,-17.7868,
ENC0234,21.0,23.0,32.0,19.0,23.0,-15.1330666667,-19.0362933333,8,4,6,7,-17.424,-18.3136,0,-14.8458613861,-19.5352950495,52,28,43,48,-16.94,-19.206,0,-1,-19.844,-25.8116,
CEB0210,42.0,24.0,44.0,23.0,34.0,-16.6496,-20.0881066667,8,3,4,6,-18.876,-20.3164,0,-15.488,-19.8985333333,32,14,24,33,-17.666,-19.4274,0,-1,-22.748,-27.2172,
YJV0699,17.0,25.0,30.0,13.0,31.0,-13.6972,-17.48908,19,10,16,17,-13.31,-16.539,0,-14.2419574468,-19.8823574468,92,52,98,96,-14.278,-19.9542,0,-1,-23.716,-12.9524,
BMT0528,33.0,25.0,39.0,25.0,30.0,-14.5845333333,-20.8450133333,12,9,15,12,-15.246,-21.8094,0,-14.0236687898,-19.3500152866,77,45,84,70,-13.068,-19.5852,0,-1,-10.164,-12.9796,
CJC0494,40.0,39.0,39.0,42.0,42.0,-14.9556,-18.5835066667,18,10,15,16,-14.762,-16.7218,0,-14.8097834395,-19.2750980892,85,46,74,77,-16.456,-18.0184,0,-1,-10.164,-13.4996,
SOB0360,42.0,22.0,40.0,16.0,32.0,-16.1898,-19.47122,11,5,7,12,-17.424,-18.3136,0,-15.488,-19.8985333333,32,14,24,33,-17.666,-19.4274,0,-1,-21.296,-25.2144,
GCS0571,22.0,18.0,16.0,23.0,32.0,-14.4716,-22.30124,10,4,15,18,-14.762,-24.5218,0,-14.2419574468,-19.8823574468,92,52,98,96,-14.278,-19.9542,0,-1,-7.744,-13.8016,
BJP0134,42.0,17.0,44.0,21.0,39.0,-14.8426666667,-20.3517333333,12,5,15,15,-15.972,-22.8108,0,-14.2419574468,-19.8823574468,92,52,98,96,-14.278,-19.9542,0,-1,-8.712,-19.2968,
KBP0008,23.0,18.0,40.0,11.0,34.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-21.296,-29.8944,
FLM0213,20.0,41.0,46.0,15.0,24.0,-16.1010666667,-20.19816,8,4,5,7,-17.908,-20.0212,0,-15.488,-19.8985333333,32,14,24,33,-17.666,-19.4274,0,-1,-22.748,-27.2172,
RRP0568,43.0,50.0,38.0,18.0,33.0,-13.7133333333,-17.598,10,5,8,13,-10.164,-15.5796,0,-15.5598811881,-19.3514574257,56,27,45,57,-17.424,-18.3136,0,-1,-10.164,-9.8596,
MCF0600,39.0,49.0,13.0,26.0,27.0,-13.9714666667,-22.09672,10,5,16,19,-12.342,-23.7838,0,-14.2419574468,-19.8823574468,92,52,98,96,-14.278,-19.9542,0,-1,-7.744,-13.8016,
SAA0999,20.0,17.0,34.0,11.0,36.0,0,0,0,0,0,0,0,0,0,-13.0276666667,-17.7095666667,7,6,8,6,-12.1,-15.91,0,-1,-17.908,-26.7812,
THR0873,37.0,44.0,21.0,40.0,38.0,-14.7458666667,-18.6235466667,16,10,14,14,-16.456,-18.5384,0,-14.8097834395,-19.2750980892,85,46,74,77,-16.456,-18.0184,0,-1,-18.876,-10.9564,
KRM0541,40.0,20.0,38.0,36.0,23.0,-12.1,-14.6793333333,13,9,10,8,-9.196,-13.7244,0,-14.8458613861,-19.5352950495,52,28,43,48,-16.94,-19.206,0,-1,-24.2,-19.86,
KSP0966,42.0,36.0,19.0,24.0,35.0,-12.6646666667,-17.8328666667,20,15,21,10,-11.374,-14.9086,0,-14.2419574468,-19.8823574468,92,52,98,96,-14.278,-19.9542,0,-1,-7.744,-12.2416,
LOF0311,41.0,15.0,36.0,10.0,32.0,-14.6974666667,-18.1407866667,20,10,13,17,-16.456,-16.9784,0,-14.8097834395,-19.2750980892,85,46,74,77,-16.456,-18.0184,0,-1,-7.744,-11.2016,
MBR0724,33.0,44.0,18.0,35.0,31.0,-13.3906666667,-17.0142666667,20,11,17,17,-12.342,-15.4638,0,-14.2419574468,-19.8823574468,92,52,98,96,-14.278,-19.9542,0,-1,-23.716,-12.9524,
FSC0601,37.0,30.0,37.0,15.0,30.0,-15.4396,-20.3951066667,14,7,14,12,-16.94,-22.846,0,-14.8097834395,-19.2750980892,85,46,74,77,-16.456,-18.0184,0,-1,-7.744,-24.2016,
MLP0668,40.0,17.0,16.0,43.0,33.0,-17.0690666667,-21.0826933333,6,2,3,8,-18.876,-23.9564,0,-14.8458613861,-19.5352950495,52,28,43,48,-16.94,-19.206,0,-1,-8.228,-10.3092,
CUD0795,12.0,40.0,30.0,44.0,24.0,-14.9072,-22.3994133333,4,1,5,9,-16.94,-24.926,0,-14.8458613861,-19.5352950495,52,28,43,48,-16.94,-19.206,0,-1,-8.228,-25.3892,
AKR0057,50.0,41.0,20.0,18.0,30.0,-14.5522666667,-18.89384,8,5,7,6,-15.488,-17.7232,0,-14.8458613861,-19.5352950495,52,28,43,48,-16.94,-19.206,0,-1,-19.844,-25.8116,
