TCD0009,2011-05-16,
ASM0575,2011-05-16,
FOB0756,2011-05-16,
GCG0951,2011-05-16,
AAV0450,2011-05-16,
CJV0286,2011-05-16,
TDG0962,2011-05-16,
SVL0803,2011-05-16,
MDM0625,2011-05-16,
GMF0738,2011-05-16,
BER0314,2011-05-16,
AMR0400,2011-05-16,
YCE0983,2011-05-16,
BJW0619,2011-05-16,
TYB0779,2011-05-16,
KBL0260,2011-05-16,
HCL0651,2011-05-16,
SCP0130,2011-05-16,
CMW0783,2011-05-16,
DOL0332,2011-05-16,
RSC0089,2011-05-16,
CCM0136,2011-05-16,
NCH0179,2011-05-16,
NBH0256,2011-05-16,
ORG0339,2011-05-16,
FRR0832,2011-05-16,
MSD0939,2011-05-16,
OQH0183,2011-05-16,
BSH0445,2011-05-16,
NGO0690,2011-05-16,
VCC0396,2011-05-16,
KPP0452,2011-05-16,
RTO0313,2011-05-16,
ABM0845,2011-05-16,
VIA0063,2011-05-16,
CCW0031,2011-05-16,
IYB0918,2011-05-16,
ORM0669,2011-05-16,
MJB0588,2011-05-16,
LIM0674,2011-05-16,
LHN0151,2011-05-16,
WTR0563,2011-05-16,
MKS0204,2011-05-16,
AAW0353,2011-05-16,
WJD0576,2011-05-16,
ILH0958,2011-05-16,
TLK0993,2011-05-16,
RAG0275,2011-05-16,
KWC0004,2011-05-16,
CJK0200,2011-05-16,
FEB0306,2011-05-16,
NKH0807,2011-05-16,
JMC0925,2011-05-16,
SBH0537,2011-05-16,
JJB0700,2011-05-16,
AIS0405,2011-05-16,
HAH0760,2011-05-16,
AHD0848,2011-05-16,
LDM0587,2011-05-16,
AJN0607,2011-05-16,
EIS0041,2011-05-16,
MLG0475,2011-05-16,
EPW0434,2011-05-16,
JAM0382,2011-05-16,
NCK0295,2011-05-16,
LJT0817,2011-05-16,
CAM0102,2011-05-16,
SOG0411,2011-05-16,
KSH0569,2011-05-16,
BDI0533,2011-05-16,
PMJ0564,2011-05-16,
HGG0240,2011-05-16,
MGS0974,2011-05-16,
DHM0937,2011-05-16,
CEB0210,2011-05-16,
YJV0699,2011-05-16,
BMT0528,2011-05-16,
CJC0494,2011-05-16,
GCS0571,2011-05-16,
BJP0134,2011-05-16,
KBP0008,2011-05-16,
FLM0213,2011-05-16,
RRP0568,2011-05-16,
SAA0999,2011-05-16,
THR0873,2011-05-16,
KRM0541,2011-05-16,
KSP0966,2011-05-16,
LOF0311,2011-05-16,
MBR0724,2011-05-16,
MLP0668,2011-05-16,
CUD0795,2011-05-16,
GZC0735,2011-05-16,
HLH0512,2011-05-16,
NJB0243,2011-05-16,
GCS0518,2011-05-16,
NMC0486,2011-05-16,
KMB0922,2011-05-16,
CFM0767,2011-05-16,
HAD0246,2011-05-16,
ANP0555,2011-05-16,
LBF0214,2011-05-16,
DJB0159,2011-05-16,
BWP0202,2011-05-16,
CQH0730,2011-05-16,
JCR0289,2011-05-16,
AES0827,2011-05-16,
SLP0762,2011-05-16,
CLD0894,2011-05-16,
LCD0622,2011-05-16,
CMB0912,2011-05-16,
ZKS0899,2011-05-16,
JCV0245,2011-05-16,
AMH0794,2011-05-16,
FKB0163,2011-05-16,
AKC0924,2011-05-16,
ILR0304,2011-05-16,
AJF0370,2011-05-16,
OKC0107,2011-05-16,
OCS0865,2011-05-16,
UJC0737,2011-05-16,
MCF0327,2011-05-16,
SGS0268,2011-05-16,
BNG0237,2011-05-16,
OSH0655,2011-05-16,
CSB0080,2011-05-16,
ERH0449,2011-05-16,
EGK0893,2011-05-16,
ESA0642,2011-05-16,
CRK0916,2011-05-16,
BBH0810,2011-05-16,
JRF0835,2011-05-16,
SJC0333,2011-05-16,
HCS0003,2011-05-16,
EMB0531,2011-05-16,
JIM0095,2011-05-16,
KJS0618,2011-05-16,
EBC0390,2011-05-16,
WGS0516,2011-05-16,
NGF0157,2011-05-16,
KAT0489,2011-05-16,
CCH0685,2011-05-16,
DMM0623,2011-05-16,
SAH0599,2011-05-16,
CPG0322,2011-05-16,
OBH0499,2011-05-16,
SNS0129,2011-05-16,
PKB0429,2011-05-16,
NAH0503,2011-05-16,
FRB0023,2011-05-16,
CWB0065,2011-05-16,
ATP0662,2011-05-16,
DPM0423,2011-05-16,
WKF0012,2011-05-16,
AKF0709,2011-05-16,
CJF0802,2011-05-16,
FQA0854,2011-05-16,
GRC0145,2011-05-16,
KKS0119,2011-05-16,
DBB0384,2011-05-16,
TRK0914,2011-05-16,
BSA0431,2011-05-16,
CFG0959,2011-05-16,
VMJ0147,2011-05-16,
SAT0194,2011-05-16,
DZC0228,2011-05-16,
TEB0251,2011-05-16,
MNR0829,2011-05-16,
DOP0562,2011-05-16,
UAD0771,2011-05-16,
ALD0544,2011-05-16,
LCB0664,2011-05-16,
HCL0113,2011-05-16,
TSB0437,2011-05-16,
EZH0736,2011-05-16,
JCG0316,2011-05-16,
MSG0839,2011-05-16,
LJJ0905,2011-05-16,
HCM0267,2011-05-16,
MTB0620,2011-05-16,
CCH0182,2011-05-16,
CAM0681,2011-05-16,
LBH0942,2011-05-16,
CAB0388,2011-05-16,
WGR0833,2011-05-16,
GQF0659,2011-05-16,
CSP0197,2011-05-16,
OMM0944,2011-05-16,
IMP0530,2011-05-16,
ORB0473,2011-05-16,
JML0909,2011-05-16,
NDM0417,2011-05-16,
FRL0511,2011-05-16,
LAP0338,2011-05-16,
HCV0478,2011-05-16,
KJA0152,2011-05-16,
BSS0463,2011-05-16,
AIM0627,2011-05-16,
RAH0440,2011-05-16,
XHG0902,2011-05-16,
TDJ0998,2011-05-16,
JPA0667,2011-05-16,
EHR0096,2011-05-16,
SJW0451,2011-05-16,
CNB0900,2011-05-16,
CTA0020,2011-05-16,
SRS0231,2011-05-16,
HWH0646,2011-05-16,
CCM0855,2011-05-16,
SED0886,2011-05-16,
LBC0356,2011-05-16,
CKH0144,2011-05-16,
MVF0594,2011-05-16,
ATF0274,2011-05-16,
KTG0091,2011-05-16,
ACC0042,2011-05-16,
AKW0167,2011-05-16,
KPR0497,2011-05-16,
ABN0239,2011-05-16,
CKB0482,2011-05-16,
AMH0464,2011-05-16,
SGG0787,2011-05-16,
SIJ0661,2011-05-16,
BTW0005,2011-05-16,
RLB0719,2011-05-16,
WDO0870,2011-05-16,
KCB0815,2011-05-16,
VCY0751,2011-05-16,
BAJ0654,2011-05-16,
MKL0941,2011-05-16,
DBS0235,2011-05-16,
JJH0613,2011-05-16,
UFK0208,2011-05-16,
BLB0114,2011-05-16,
CKD0680,2011-05-16,
MKG0711,2011-05-16,
IIL0513,2011-05-16,
TSM0363,2011-05-16,
PBP0002,2011-05-16,
GTD0898,2011-05-16,
CJH0702,2011-05-16,
DMK0257,2011-05-16,
WIQ0567,2011-05-16,
PTH0830,2011-05-16,
NCO0666,2011-05-16,
MHG0733,2011-05-16,
RAW0915,2011-05-16,
HAM0985,2011-05-16,
SAB0781,2011-05-16,
IBM0671,2011-05-16,
YDN0198,2011-05-16,
GAF0060,2011-05-16,
AMM0014,2011-05-16,
AMV0036,2011-05-16,
MOP0763,2011-05-16,
CBG0490,2011-05-16,
CNE0352,2011-05-16,
GQP0743,2011-05-16,
PTH0552,2011-05-16,
GLR0975,2011-05-16,
BKW0374,2011-05-16,
AIP0982,2011-05-16,
KRV0372,2011-05-16,
JBD0616,2011-05-16,
RUM0880,2011-05-16,
SMY0792,2011-05-16,
HOB0994,2011-05-16,
KJJ0293,2011-05-16,
JXH0493,2011-05-16,
JPW0741,2011-05-16,
NMG0766,2011-05-16,
HMW0713,2011-05-16,
MAH0864,2011-05-16,
QNF0205,2011-05-16,
KKW0879,2011-05-16,
RVF0201,2011-05-16,
TMA0069,2011-05-16,
SBN0866,2011-05-16,
ZJE0857,2011-05-16,
HPM0986,2011-05-16,
CJP0952,2011-05-16,
CWR0502,2011-05-16,
SLB0049,2011-05-16,
IDO0176,2011-05-16,
AGB0186,2011-05-16,
RJB0088,2011-05-16,
OCB0805,2011-05-16,
ETR0428,2011-05-16,
IKP0472,2011-05-16,
LHB0967,2011-05-16,
CCM0467,2011-05-16,
GKO0078,2011-05-16,
GNS0178,2011-05-16,
SSS0345,2011-05-16,
ALH0402,2011-05-16,
AKK0329,2011-05-16,
EWH0191,2011-05-16,
TVS0050,2011-05-16,
TUC0632,2011-05-16,
SKG0759,2011-05-16,
IMG0320,2011-05-16,
BBG0325,2011-05-16,
CTW0500,2011-05-16,
SBN0495,2011-05-16,
ELH0960,2011-05-16,
TSG0906,2011-05-16,
JMK0099,2011-05-16,
MKP0861,2011-05-16,
HIW0536,2011-05-16,
CTR0697,2011-05-16,
BHC0665,2011-05-16,
WIF0691,2011-05-16,
HWM0342,2011-05-16,
MNC0717,2011-05-16,
ARB0881,2011-05-16,
AHC0142,2011-05-16,
ZFM0468,2011-05-16,
DIW0118,2011-05-16,
USH0199,2011-05-16,
MAD0753,2011-05-16,
KDS0349,2011-05-16,
LJB0826,2011-05-16,
FKK0055,2011-05-16,
FPC0954,2011-05-16,
CXC0336,2011-05-16,
FDE0117,2011-05-16,
FUM0015,2011-05-16,
NAB0801,2011-05-16,
GJT0386,2011-05-16,
KAC0124,2011-05-16,
CCR0863,2011-05-16,
TTD1000,2011-05-16,
OKB0439,2011-05-16,
XAA0104,2011-05-16,
RFP0380,2011-05-16,
JTS0389,2011-05-16,
CMS0454,2011-05-16,
JKB0126,2011-05-16,
LAM0911,2011-05-16,
GCC0744,2011-05-16,
CLH0703,2011-05-16,
KMW0545,2011-05-16,
NHH0185,2011-05-16,
NCE0097,2011-05-16,
AJC0840,2011-05-16,
GCC0945,2011-05-16,
NAB0903,2011-05-16,
AOS0987,2011-05-16,
JAD0609,2011-05-16,
AMW0392,2011-05-16,
FIR0920,2011-05-16,
RNP0211,2011-05-16,
RHY0079,2011-05-16,
CLS0296,2011-05-16,
JSA0775,2011-05-16,
RDM0115,2011-05-16,
JKM0303,2011-05-16,
IJM0139,2011-05-16,
SVL0940,2011-05-16,
LDG0459,2011-05-16,
ROB0272,2011-05-16,
LNS0989,2011-05-16,
CNM0800,2011-05-16,
HGN0287,2011-05-16,
KMS0657,2011-05-16,
BMG0917,2011-05-16,
HVB0037,2011-05-16,
PNH0761,2011-05-16,
JLW0053,2011-05-16,
JNA0559,2011-05-16,
OYM0026,2011-05-16,
NIH0969,2011-05-16,
RCC0617,2011-05-16,
GJD0298,2011-05-16,
MLL0598,2011-05-16,
DSM0591,2011-05-16,
SBN0971,2011-05-16,
CCW0524,2011-05-16,
IWM0816,2011-05-16,
JOL0024,2011-05-16,
ENL0100,2011-05-16,
TIW0299,2011-05-16,
ZSK0258,2011-05-16,
CGF0337,2011-05-16,
EHB0420,2011-05-16,
RGN0408,2011-05-16,
FHO0630,2011-05-16,
JKJ0698,2011-05-16,
SCF0608,2011-05-16,
BVC0790,2011-05-16,
NRF0137,2011-05-16,
HDD0789,2011-05-16,
IEB0153,2011-05-16,
ICH0294,2011-05-16,
ZSL0305,2011-05-16,
AJP0723,2011-05-16,
GDF0704,2011-05-16,
TJD0996,2011-05-16,
OMS0101,2011-05-16,
BCM0653,2011-05-16,
BDB0453,2011-05-16,
NCK0421,2011-05-16,
MFV0897,2011-05-16,
MAH0149,2011-05-16,
ECR0822,2011-05-16,
POB0343,2011-05-16,
IRT0491,2011-05-16,
HKI0171,2011-05-16,
IAR0694,2011-05-16,
CMM0487,2011-05-16,
AGB0643,2011-05-16,
PID0426,2011-05-16,
HLM0933,2011-05-16,
KRL0062,2011-05-16,
JDB0169,2011-05-16,
ZJS0269,2011-05-16,
CJM0521,2011-05-16,
JRS0362,2011-05-16,
WXH0872,2011-05-16,
MHA0798,2011-05-16,
JZD0888,2011-05-16,
HDD0806,2011-05-16,
BSB0990,2011-05-16,
ALC0788,2011-05-16,
JCR0921,2011-05-16,
RRA0938,2011-05-16,
SHW0578,2011-05-16,
GCL0016,2011-05-16,
IHK0841,2011-05-16,
ALD0529,2011-05-16,
KRG0158,2011-05-16,
TJB0302,2011-05-16,
ILC0838,2011-05-16,
RIH0777,2011-05-16,
HCW0419,2011-05-16,
DAL0673,2011-05-16,
RMS0266,2011-05-16,
KDT0346,2011-05-16,
KAL0395,2011-05-16,
ARD0509,2011-05-16,
BTL0722,2011-05-16,
WPE0538,2011-05-16,
CLF0852,2011-05-16,
HJA0018,2011-05-16,
MIM0712,2011-05-16,
JCW0858,2011-05-16,
DFR0218,2011-05-16,
BAL0044,2011-05-16,
ASS0206,2011-05-16,
ASG0048,2011-05-16,
TET0621,2011-05-16,
ARA0252,2011-05-16,
AMR0318,2011-05-16,
WTF0387,2011-05-16,
AJL0462,2011-05-16,
SDF0017,2011-05-16,
RDM0150,2011-05-16,
HKF0831,2011-05-16,
DGF0443,2011-05-16,
CAB0614,2011-05-16,
DBG0261,2011-05-16,
ZDW0859,2011-05-16,
BWH0813,2011-05-16,
DMG0358,2011-05-16,
MAE0331,2011-05-16,
AMD0077,2011-05-16,
XLB0710,2011-05-16,
DAG0558,2011-05-16,
WLV0566,2011-05-16,
FBW0747,2011-05-16,
IBB0359,2011-05-16,
RAM0447,2011-05-16,
AJD0074,2011-05-16,
QJR0688,2011-05-16,
HTF0641,2011-05-16,
RDT0424,2011-05-16,
XRS0633,2011-05-16,
RLG0856,2011-05-16,
MLD0755,2011-05-16,
ETR0177,2011-05-16,
RYB0718,2011-05-16,
AAE0190,2011-05-16,
DVM0265,2011-05-16,
JFC0757,2011-05-16,
AOB0019,2011-05-16,
AIP0394,2011-05-16,
JJB0127,2011-05-16,
MCS0035,2011-05-16,
ABC0253,2011-05-16,
TQS0212,2011-05-16,
RSM0277,2011-05-16,
JER0404,2011-05-16,
CIG0052,2011-05-16,
IIW0249,2011-05-16,
HVF0067,2011-05-16,
HWW0436,2011-05-16,
PEV0323,2011-05-16,
PGO0433,2011-05-16,
MVB0515,2011-05-16,
TJG0582,2011-05-16,
SRH0155,2011-05-16,
IJM0444,2011-05-16,
CIM0271,2011-05-16,
CSL0949,2011-05-16,
AAN0823,2011-05-16,
AKH0758,2011-05-16,
HSG0818,2011-05-16,
MIL0255,2011-05-16,
JGM0934,2011-05-16,
KCO0122,2011-05-16,
SGB0140,2011-05-16,
NAF0326,2011-05-16,
IUY0279,2011-05-16,
EIM0156,2011-05-16,
ABH0663,2011-05-16,
EZT0640,2011-05-16,
BAK0964,2011-05-16,
JCC0225,2011-05-16,
EMW0105,2011-05-16,
SJF0094,2011-05-16,
CSJ0340,2011-05-16,
JHP0583,2011-05-16,
HSD0457,2011-05-16,
PGC0066,2011-05-16,
WDV0573,2011-05-16,
QRM0739,2011-05-16,
ASS0517,2011-05-16,
ESH0283,2011-05-16,
WBC0192,2011-05-16,
PLH0715,2011-05-16,
KJG0910,2011-05-16,
DBW0483,2011-05-16,
KBC0054,2011-05-16,
KNB0022,2011-05-16,
PIS0522,2011-05-16,
ADD0846,2011-05-16,
NKP0236,2011-05-16,
VLB0647,2011-05-16,
DKB0631,2011-05-16,
KES0729,2011-05-16,
IBB0696,2011-05-16,
BLL0929,2011-05-16,
HAH0248,2011-05-16,
NBC0412,2011-05-16,
CRP0456,2011-05-16,
JIG0128,2011-05-16,
IJR0825,2011-05-16,
ESH0135,2011-05-16,
RHO0732,2011-05-16,
DGW0752,2011-05-16,
HPR0585,2011-05-16,
TBT0461,2011-05-16,
SAK0375,2011-05-16,
BJH0811,2011-05-16,
TVS0006,2011-05-16,
FAW0032,2011-05-16,
WSR0241,2011-05-16,
LRW0970,2011-05-16,
ZMC0284,2011-05-16,
SAC0687,2011-05-16,
CKB0427,2011-05-16,
BTS0011,2011-05-16,
IIA0092,2011-05-16,
WKD0013,2011-05-16,
JNJ0556,2011-05-16,
TLH0648,2011-05-16,
IBP0883,2011-05-16,
WAS0254,2011-05-16,
QNP0216,2011-05-16,
KLM0639,2011-05-16,
AIB0948,2011-05-16,
RBB0485,2011-05-16,
RZC0746,2011-05-16,
MDM0976,2011-05-16,
XBN0229,2011-05-16,
SMH0291,2011-05-16,
MHG0244,2011-05-16,
RAS0432,2011-05-16,
EIP0997,2011-05-16,
EMW0772,2011-05-16,
SBQ0786,2011-05-16,
PDH0716,2011-05-16,
GZB0469,2011-05-16,
NMB0972,2011-05-16,
ONL0276,2011-05-16,
MBJ0312,2011-05-16,
DRR0242,2011-05-16,
AJH0175,2011-05-16,
LQP0508,2011-05-16,
DVW0103,2011-05-16,
SMB0804,2011-05-16,
KBG0549,2011-05-16,
BAH0875,2011-05-16,
JAV0361,2011-05-16,
COM0321,2011-05-16,
CCC0393,2011-05-16,
QSV0778,2011-05-16,
BMC0547,2011-05-16,
AWM0764,2011-05-16,
FXF0957,2011-05-16,
SVS0871,2011-05-16,
DJS0682,2011-05-16,
NHE0919,2011-05-16,
MPT0376,2011-05-16,
AQD0820,2011-05-16,
YEV0793,2011-05-16,
ZCF0590,2011-05-16,
KQC0708,2011-05-16,
CQH0701,2011-05-16,
PDW0259,2011-05-16,
FWM0707,2011-05-16,
HDS0367,2011-05-16,
SER0165,2011-05-16,
SBD0913,2011-05-16,
JKF0465,2011-05-16,
BNR0965,2011-05-16,
ASV0946,2011-05-16,
NNA0610,2011-05-16,
KQS0415,2011-05-16,
VTT0385,2011-05-16,
ASG0692,2011-05-16,
WPR0368,2011-05-16,
HAV0121,2011-05-16,
HCC0344,2011-05-16,
UBF0645,2011-05-16,
TSR0676,2011-05-16,
NKH0979,2011-05-16,
SXM0895,2011-05-16,
KCS0173,2011-05-16,
PMV0850,2011-05-16,
PKB0281,2011-05-16,
MIC0726,2011-05-16,
SDO0170,2011-05-16,
VAA0087,2011-05-16,
ELB0847,2011-05-16,
SBK0161,2011-05-16,
ASL0378,2011-05-16,
TLM0797,2011-05-16,
SOF0808,2011-05-16,
SGM0021,2011-05-16,
FBA0348,2011-05-16,
ARL0034,2011-05-16,
YJF0532,2011-05-16,
RJM0381,2011-05-16,
JMW0638,2011-05-16,
EMS0317,2011-05-16,
MNS0224,2011-05-16,
WVB0539,2011-05-16,
SSG0250,2011-05-16,
HPH0075,2011-05-16,
VMJ0546,2011-05-16,
NLO0131,2011-05-16,
PES0085,2011-05-16,
OHC0973,2011-05-16,
NMF0780,2011-05-16,
LEM0605,2011-05-16,
BEC0505,2011-05-16,
OLF0504,2011-05-16,
KVS0425,2011-05-16,
AJR0319,2011-05-16,
DLS0383,2011-05-16,
BCR0581,2011-05-16,
LDB0090,2011-05-16,
GAF0570,2011-05-16,
NNS0059,2011-05-16,
JRL0574,2011-05-16,
NSS0876,2011-05-16,
SOB0586,2011-05-16,
DDA0476,2011-05-16,
DEB0782,2011-05-16,
OLW0689,2011-05-16,
MMG0943,2011-05-16,
RNL0695,2011-05-16,
LNR0656,2011-05-16,
AMJ0297,2011-05-16,
HRL0540,2011-05-16,
DLF0377,2011-05-16,
TPH0474,2011-05-16,
KCF0045,2011-05-16,
BIS0247,2011-05-16,
MSS0001,2011-05-16,
EFS0882,2011-05-16,
NWK0215,2011-05-16,
CSH0626,2011-05-16,
BHW0458,2011-05-16,
SSH0799,2011-05-16,
CAS0507,2011-05-16,
DID0650,2011-05-16,
KAT0270,2011-05-16,
TEM0977,2011-05-16,
SHR0334,2011-05-16,
JDC0030,2011-05-16,
CKP0721,2011-05-16,
HIA0414,2011-05-16,
HSP0290,2011-05-16,
HRW0550,2011-05-16,
KBB0189,2011-05-16,
CBB0365,2011-05-16,
DLH0029,2011-05-16,
QPM0727,2011-05-16,
KVT0028,2011-05-16,
LFS0071,2011-05-16,
WNB0908,2011-05-16,
PAD0773,2011-05-16,
BJH0354,2011-05-16,
ONW0083,2011-05-16,
SSJ0784,2011-05-16,
KJP0371,2011-05-16,
IMB0481,2011-05-16,
BTR0403,2011-05-16,
DLM0051,2011-05-16,
AHM0410,2011-05-16,
CHM0821,2011-05-16,
JBM0350,2011-05-16,
PLH0862,2011-05-16,
RCP0785,2011-05-16,
NSC0597,2011-05-16,
AVM0947,2011-05-16,
MSZ0310,2011-05-16,
SDB0106,2011-05-16,
HAC0282,2011-05-16,
HSB0196,2011-05-16,
BRM0995,2011-05-16,
SES0477,2011-05-16,
RNF0765,2011-05-16,
GNZ0953,2011-05-16,
HRB0351,2011-05-16,
ZSB0649,2011-05-16,
ADC0391,2011-05-16,
PMC0328,2011-05-16,
ILJ0526,2011-05-16,
ANT0430,2011-05-16,
DFH0188,2011-05-16,
LLV0602,2011-05-16,
GCR0554,2011-05-16,
SJO0209,2011-05-16,
NGC0058,2011-05-16,
LHL0309,2011-05-16,
EJW0884,2011-05-16,
CRO0027,2011-05-16,
HKR0628,2011-05-16,
GTD0116,2011-05-16,
DSB0731,2011-05-16,
HDJ0446,2011-05-16,
CHG0146,2011-05-16,
AIH0675,2011-05-16,
APG0307,2011-05-16,
RHC0335,2011-05-16,
IJW0851,2011-05-16,
NAR0981,2011-05-16,
NUL0471,2011-05-16,
MIB0904,2011-05-16,
HBB0056,2011-05-16,
MCJ0324,2011-05-16,
HDH0928,2011-05-16,
MOH0273,2011-05-16,
KNW0644,2011-05-16,
CGA0629,2011-05-16,
NMS0280,2011-05-16,
THD0448,2011-05-16,
SPA0141,2011-05-16,
LPC0492,2011-05-16,
BTN0061,2011-05-16,
HGH0595,2011-05-16,
BAM0611,2011-05-16,
KKC0683,2011-05-16,
BBS0422,2011-05-16,
HDL0748,2011-05-16,
DCC0160,2011-05-16,
MES0407,2011-05-16,
LMF0980,2011-05-16,
BMM0112,2011-05-16,
LTS0860,2011-05-16,
ESJ0670,2011-05-16,
AAF0791,2011-05-16,
SAC0592,2011-05-16,
UCS0227,2011-05-16,
JCR0770,2011-05-16,
MKW0441,2011-05-16,
TSM0927,2011-05-16,
OJK0233,2011-05-16,
SMW0084,2011-05-16,
BEH0615,2011-05-16,
ADF0397,2011-05-16,
NJC0705,2011-05-16,
JMD0520,2011-05-16,
LAF0991,2011-05-16,
KBS0874,2011-05-16,
GHH0288,2011-05-16,
TAC0300,2011-05-16,
JAJ0849,2011-05-16,
NOB0181,2011-05-16,
DTP0379,2011-05-16,
CJM0138,2011-05-16,
FHS0837,2011-05-16,
CAA0612,2011-05-16,
ELT0769,2011-05-16,
KJW0416,2011-05-16,
CTR0341,2011-05-16,
DIC0988,2011-05-16,
JJH0292,2011-05-16,
MJS0890,2011-05-16,
TOR0193,2011-05-16,
SCB0534,2011-05-16,
MDH0686,2011-05-16,
JOM0750,2011-05-16,
BRB0355,2011-05-16,
MJM0510,2011-05-16,
KJM0887,2011-05-16,
CBG0398,2011-05-16,
TDS0984,2011-05-16,
LRR0148,2011-05-16,
CLB0774,2011-05-16,
VEB0935,2011-05-16,
MCT0720,2011-05-16,
CJG0470,2011-05-16,
BXJ0010,2011-05-16,
WBC0315,2011-05-16,
CGB0637,2011-05-16,
CAN0842,2011-05-16,
HTH0007,2011-05-16,
MAW0166,2011-05-16,
ACV0812,2011-05-16,
KWE0082,2011-05-16,
ECL0930,2011-05-16,
RHP0484,2011-05-16,
BAM0636,2011-05-16,
DDM0579,2011-05-16,
UIR0043,2011-05-16,
JCR0172,2011-05-16,
ATE0869,2011-05-16,
IBS0836,2011-05-16,
DTT0076,2011-05-16,
PRM0740,2011-05-16,
FGW0853,2011-05-16,
JSH0330,2011-05-16,
IRM0931,2011-05-17,
MLM0950,2011-05-17,
