user_id, o, c, e, a, n, cpb-i, cpb-o, dis_ocean, avg_dis_ocean, dis_os, avg_dis_os,cnt_send, cnt_s_size, cnt_s_attach, cnt_s_days
FMG0527,43.0,38.0,35.0,38.0,28.0,-19.85,-34.09,4.13327306461,0.295233790329,0.341355100343,0.0243825071674,74.0,2172667.0,77.0,60.0,
HCL0651,21.0,19.0,44.0,36.0,33.0,-5.9,-18.14,2.93699524579,0.293699524579,0.341355100343,0.0341355100343,41.0,1231993.0,45.0,38.0,
SCP0130,42.0,18.0,35.0,32.0,24.0,-14.73,-24.46,1.46326722455,0.292653444909,0.341355100343,0.0682710200686,52.0,1578975.0,58.0,47.0,
CMW0783,21.0,35.0,14.0,16.0,26.0,-9.04,-16.67,2.90486432347,0.290486432347,0.341355100343,0.0341355100343,20.0,637686.0,0.0,18.0,
RKF0164,40.0,42.0,17.0,18.0,42.0,-12.13,-18.16,4.029386205,0.287813300357,0.32992232246,0.0235658801757,14.0,457125.0,7.0,13.0,
DOL0332,32.0,40.0,41.0,18.0,24.0,-7.73,-26.62,3.61131579231,0.328301435665,0.341355100343,0.0310322818494,60.0,1826829.0,62.0,53.0,
RSC0089,41.0,26.0,35.0,21.0,29.0,-9.78,-20.87,5.10200722656,0.31887545166,0.341355100343,0.0213346937714,174.0,5032034.0,126.0,104.0,
CCM0136,16.0,16.0,39.0,40.0,29.0,-7.85,-18.49,1.38640784923,0.277281569846,0.291982910479,0.0583965820958,25.0,785187.0,21.0,25.0,
NCH0179,17.0,12.0,40.0,17.0,25.0,1.67,-9.55,6.39117749511,0.277877282396,0.341355100343,0.0148415261019,147.0,4370594.0,149.0,109.0,
NBH0256,41.0,43.0,14.0,21.0,22.0,-19.43,-29.12,6.73218421271,0.306008373305,0.341355100343,0.0155161409247,160.0,4959977.0,132.0,102.0,
ORG0339,50.0,28.0,46.0,47.0,20.0,-23.39,-40.21,2.91363702817,0.26487609347,0.341355100343,0.0310322818494,61.0,1797917.0,35.0,52.0,
FRR0832,43.0,40.0,25.0,19.0,30.0,-14.02,-25.04,1.75266877275,0.292111462124,0.341355100343,0.0568925167239,23.0,723366.0,28.0,22.0,
MSD0939,24.0,37.0,15.0,42.0,31.0,-19.99,-26.73,6.86052858708,0.285855357795,0.341355100343,0.014223129181,304.0,9258317.0,71.0,165.0,
OQH0183,34.0,38.0,18.0,33.0,23.0,-20.45,-30.1,4.14379674483,0.295985481774,0.341355100343,0.0243825071674,60.0,1908980.0,14.0,55.0,
BSH0445,38.0,22.0,30.0,15.0,21.0,-8.83,-19.06,5.84342479316,0.307548673324,0.341355100343,0.0179660579128,162.0,4918403.0,114.0,121.0,
KSP0357,41.0,40.0,29.0,19.0,24.0,-13.86,-27.84,6.7774554177,0.30806615535,0.341355100343,0.0155161409247,358.0,10802042.0,236.0,183.0,
NGO0690,43.0,41.0,41.0,17.0,24.0,-10.76,-29.4,6.9431294537,0.301875193639,0.291982910479,0.0126949091513,144.0,4557155.0,83.0,102.0,
VCC0396,21.0,45.0,16.0,37.0,23.0,-19.89,-31.33,4.67485342599,0.292178339124,0.341355100343,0.0213346937714,18.0,511889.0,14.0,17.0,
WDD0366,43.0,42.0,17.0,19.0,28.0,-16.82,-25.9,5.89714503783,0.294857251891,0.341355100343,0.0170677550172,397.0,11950164.0,321.0,189.0,
KPP0452,44.0,46.0,44.0,16.0,19.0,-11.88,-34.15,1.09460522293,0.273651305732,0.286702672782,0.0716756681955,15.0,461593.0,14.0,14.0,
RTO0313,44.0,45.0,25.0,17.0,27.0,-14.98,-28.08,9.10439028759,0.303479676253,0.341355100343,0.0113785033448,281.0,8571884.0,262.0,171.0,
ABM0845,45.0,21.0,35.0,50.0,29.0,-22.65,-31.56,1.77963191737,0.296605319561,0.341355100343,0.0568925167239,24.0,776050.0,17.0,22.0,
VIA0063,40.0,34.0,19.0,50.0,33.0,-26.27,-32.23,9.7639163019,0.287174008879,0.30438175398,0.00895240452884,593.0,17945253.0,155.0,232.0,
CCW0031,33.0,47.0,30.0,39.0,33.0,-18.77,-33.01,8.15710346424,0.30211494312,0.341355100343,0.0126427814942,29.0,846453.0,27.0,29.0,
IYB0918,17.0,21.0,42.0,14.0,30.0,3.22,-10.17,3.6573094579,0.304775788159,0.286702672782,0.0238918893985,288.0,8467896.0,76.0,160.0,
ORM0669,44.0,39.0,28.0,39.0,36.0,-20.57,-30.59,4.80982201932,0.300613876208,0.291982910479,0.0182489319049,257.0,7712196.0,238.0,142.0,
MJB0588,39.0,24.0,15.0,47.0,38.0,-22.88,-23.52,2.00958371085,0.287083387264,0.341355100343,0.0487650143347,32.0,870499.0,11.0,29.0,
LIM0674,18.0,13.0,35.0,49.0,20.0,-15.0,-25.11,5.09581807475,0.268200951303,0.30438175398,0.0160200923148,231.0,7029465.0,187.0,139.0,
LHN0151,13.0,15.0,19.0,32.0,26.0,-9.07,-13.03,3.68796487413,0.283689605703,0.341355100343,0.0262580846418,13.0,393198.0,9.0,11.0,
WTR0563,47.0,45.0,46.0,15.0,31.0,-8.81,-28.65,4.790545093,0.281796770176,0.341355100343,0.0200797117849,196.0,5990197.0,0.0,136.0,
MKS0204,21.0,30.0,21.0,16.0,31.0,-5.29,-12.96,8.76468013177,0.302230349372,0.341355100343,0.0117708655291,561.0,16720708.0,150.0,212.0,
AAW0353,49.0,45.0,19.0,25.0,34.0,-19.74,-28.6,2.88025891058,0.288025891058,0.341355100343,0.0341355100343,35.0,1106702.0,0.0,35.0,
WJD0576,40.0,20.0,23.0,38.0,26.0,-19.55,-24.92,1.21758920432,0.30439730108,0.286702672782,0.0716756681955,21.0,683200.0,4.0,21.0,
ILH0958,28.0,17.0,20.0,19.0,24.0,-8.53,-13.39,2.01010404995,0.287157721422,0.286702672782,0.0409575246831,27.0,799151.0,35.0,26.0,
TLK0993,41.0,36.0,40.0,35.0,22.0,-17.83,-34.9,4.5290273177,0.301935154513,0.341355100343,0.0227570066895,215.0,6494896.0,0.0,132.0,
WAB0143,43.0,43.0,24.0,22.0,33.0,-15.32,-26.06,4.67033500837,0.291895938023,0.341355100343,0.0213346937714,17.0,489295.0,0.0,17.0,
RAG0275,23.0,38.0,35.0,41.0,32.0,-14.18,-28.44,5.76271691219,0.28813584561,0.291982910479,0.0145991455239,23.0,666663.0,21.0,22.0,
KWC0004,23.0,38.0,39.0,20.0,27.0,-5.35,-22.66,10.9283485538,0.303565237604,0.341355100343,0.00948208612064,50.0,1445401.0,9.0,43.0,
CJK0200,40.0,29.0,24.0,38.0,31.0,-19.54,-26.65,6.58200146089,0.299181884586,0.32992232246,0.0149964692027,23.0,611140.0,0.0,23.0,
FEB0306,40.0,42.0,26.0,25.0,31.0,-15.53,-27.28,1.74981004717,0.349962009433,0.341355100343,0.0682710200686,22.0,657660.0,19.0,22.0,
NKH0807,45.0,44.0,40.0,22.0,20.0,-15.2,-35.03,4.11909050922,0.316853116094,0.286702672782,0.0220540517524,357.0,10836651.0,194.0,185.0,
JMC0925,33.0,10.0,23.0,19.0,31.0,-6.48,-8.63,6.77222058501,0.282175857709,0.286702672782,0.0119459446992,407.0,12213795.0,407.0,209.0,
SBH0537,34.0,21.0,14.0,13.0,33.0,-7.73,-9.24,6.2672711928,0.284875963309,0.30438175398,0.0138355342718,291.0,8687948.0,262.0,180.0,
JJB0700,15.0,19.0,39.0,37.0,28.0,-6.98,-18.8,1.16754608632,0.291886521581,0.286702672782,0.0716756681955,17.0,521342.0,27.0,17.0,
AIS0405,40.0,45.0,14.0,37.0,35.0,-23.21,-30.2,3.45826194803,0.314387449821,0.341355100343,0.0310322818494,11.0,333021.0,5.0,11.0,
HAH0760,34.0,17.0,22.0,37.0,30.0,-16.13,-19.69,3.16784281097,0.287985710088,0.341355100343,0.0310322818494,28.0,808263.0,26.0,27.0,
AHD0848,24.0,30.0,49.0,16.0,30.0,0.57,-17.54,1.53026302532,0.306052605064,0.341355100343,0.0682710200686,29.0,802555.0,37.0,24.0,
LDM0587,49.0,20.0,23.0,21.0,26.0,-14.94,-20.2,1.76207382757,0.293678971262,0.341355100343,0.0568925167239,17.0,487338.0,4.0,15.0,
AJN0607,45.0,42.0,16.0,47.0,23.0,-30.91,-40.11,9.17453397938,0.278016181193,0.341355100343,0.0103440939498,169.0,5055587.0,162.0,108.0,
EIS0041,41.0,44.0,17.0,48.0,30.0,-28.53,-37.23,5.39365574028,0.28387661791,0.341355100343,0.0179660579128,574.0,16579762.0,462.0,196.0,
MLG0475,45.0,16.0,18.0,19.0,25.0,-13.73,-16.49,0.832800221825,0.277600073942,0.286702672782,0.0955675575939,15.0,490746.0,10.0,15.0,
EPW0434,32.0,36.0,38.0,22.0,33.0,-7.4,-21.91,4.14090302688,0.318531002068,0.30438175398,0.0234139810754,107.0,3187612.0,59.0,87.0,
JAM0382,25.0,23.0,41.0,17.0,23.0,-2.72,-17.45,4.2556730488,0.303976646343,0.30438175398,0.0217415538557,15.0,450091.0,5.0,15.0,
NCK0295,31.0,30.0,38.0,36.0,34.0,-11.92,-24.29,1.81665014087,0.302775023478,0.341355100343,0.0568925167239,19.0,548916.0,0.0,19.0,
LJT0817,39.0,43.0,38.0,39.0,24.0,-20.09,-37.94,6.82346761494,0.296672504998,0.341355100343,0.0148415261019,350.0,10299318.0,368.0,187.0,
CAM0102,31.0,44.0,19.0,15.0,27.0,-11.56,-22.85,4.26221259554,0.304443756824,0.341355100343,0.0243825071674,20.0,688386.0,0.0,19.0,
SOG0411,26.0,19.0,21.0,24.0,23.0,-10.39,-16.41,6.58030286134,0.299104675515,0.341355100343,0.0155161409247,219.0,6752102.0,186.0,142.0,
KSH0569,15.0,39.0,23.0,14.0,22.0,-5.73,-19.07,5.49072526916,0.288985540482,0.341355100343,0.0179660579128,221.0,6538371.0,261.0,148.0,
BDI0533,37.0,36.0,15.0,41.0,19.0,-26.18,-34.77,3.53153055527,0.294294212939,0.341355100343,0.0284462583619,78.0,2354575.0,79.0,63.0,
PMJ0564,30.0,21.0,40.0,14.0,39.0,0.98,-8.95,6.90726130609,0.287802554421,0.341355100343,0.014223129181,216.0,6745549.0,236.0,152.0,
HGG0240,20.0,26.0,24.0,36.0,31.0,-12.2,-19.51,6.55112729809,0.29777851355,0.341355100343,0.0155161409247,387.0,11538236.0,245.0,189.0,
MGS0974,17.0,39.0,39.0,40.0,27.0,-12.31,-29.8,3.17559093659,0.288690085144,0.341355100343,0.0310322818494,296.0,8731962.0,266.0,179.0,
DHM0937,43.0,22.0,21.0,15.0,24.0,-11.86,-17.82,5.56121310116,0.292695426377,0.30438175398,0.0160200923148,220.0,6906710.0,122.0,132.0,
ENC0234,21.0,23.0,32.0,19.0,23.0,-4.63,-16.19,5.66321125732,0.298063750385,0.341355100343,0.0179660579128,332.0,10040601.0,76.0,176.0,
CEB0210,42.0,24.0,44.0,23.0,34.0,-7.17,-19.79,6.65821201869,0.302646000849,0.341355100343,0.0155161409247,26.0,774584.0,18.0,24.0,
YJV0699,17.0,25.0,30.0,13.0,31.0,0.25,-9.61,0.673987715759,0.336993857879,0.286702672782,0.143351336391,7.0,232570.0,0.0,7.0,
BMT0528,33.0,25.0,39.0,25.0,30.0,-7.7,-20.08,3.77652474546,0.314710395455,0.341355100343,0.0284462583619,64.0,2052165.0,75.0,57.0,
CJC0494,40.0,39.0,39.0,42.0,42.0,-16.47,-29.32,11.3378339938,0.290713692149,0.341355100343,0.00875269488059,398.0,11769437.0,280.0,198.0,
GCS0571,22.0,18.0,16.0,23.0,32.0,-7.69,-9.73,1.74468944636,0.290781574393,0.341355100343,0.0568925167239,31.0,910504.0,8.0,28.0,
BJP0134,42.0,17.0,44.0,21.0,39.0,-3.99,-13.54,1.41468608811,0.282937217623,0.341355100343,0.0682710200686,14.0,385431.0,9.0,14.0,
KBP0008,23.0,18.0,40.0,11.0,34.0,3.65,-7.0,8.94094404181,0.288417549736,0.341355100343,0.0110114548498,37.0,1228220.0,15.0,30.0,
FLM0213,20.0,41.0,46.0,15.0,24.0,-1.75,-23.43,5.82528624055,0.291264312028,0.341355100343,0.0170677550172,25.0,718039.0,11.0,24.0,
RRP0568,43.0,50.0,38.0,18.0,33.0,-11.22,-29.18,3.5784665633,0.298205546941,0.30438175398,0.025365146165,149.0,4926797.0,106.0,101.0,
SAA0999,20.0,17.0,34.0,11.0,36.0,3.69,-4.15,5.43353672446,0.285975617077,0.341355100343,0.0179660579128,163.0,4786740.0,194.0,104.0,
THR0873,37.0,44.0,21.0,40.0,38.0,-20.97,-29.67,7.17667499917,0.299028124965,0.341355100343,0.014223129181,200.0,5901725.0,187.0,119.0,
KRM0541,40.0,20.0,38.0,36.0,23.0,-15.66,-27.31,5.86446783209,0.293223391605,0.341355100343,0.0170677550172,434.0,13331682.0,113.0,184.0,
KSP0966,42.0,36.0,19.0,24.0,35.0,-15.53,-22.01,1.14658846442,0.286647116104,0.286702672782,0.0716756681955,30.0,823454.0,0.0,28.0,
LOF0311,41.0,15.0,36.0,10.0,32.0,-2.32,-10.23,7.97091119382,0.295218933105,0.286702672782,0.0106186175104,338.0,9866443.0,227.0,189.0,
MBR0724,33.0,44.0,18.0,35.0,31.0,-20.05,-29.55,1.1680050085,0.292001252124,0.286702672782,0.0716756681955,17.0,481594.0,0.0,17.0,
FSC0601,37.0,30.0,37.0,15.0,30.0,-5.9,-18.94,8.18574312956,0.314836274214,0.341355100343,0.0131290423209,150.0,4430381.0,39.0,101.0,
MLP0668,40.0,17.0,16.0,43.0,33.0,-21.29,-21.52,6.1109632364,0.2777710562,0.341355100343,0.0155161409247,254.0,7335883.0,270.0,161.0,
CUD0795,12.0,40.0,30.0,44.0,24.0,-15.66,-30.96,4.93820388007,0.274344660004,0.30438175398,0.0169100974434,19.0,648857.0,19.0,19.0,
GZC0735,44.0,16.0,15.0,27.0,25.0,-17.62,-19.16,10.6719291257,0.280840240151,0.341355100343,0.0089830289564,489.0,14461925.0,505.0,222.0,
HLH0512,15.0,42.0,36.0,22.0,32.0,-4.0,-20.53,4.57614344574,0.286008965359,0.341355100343,0.0213346937714,102.0,3018537.0,83.0,87.0,
NJB0243,23.0,35.0,37.0,24.0,34.0,-5.41,-19.45,6.07290243266,0.303645121633,0.341355100343,0.0170677550172,120.0,3597627.0,31.0,92.0,
GCS0518,41.0,36.0,23.0,38.0,21.0,-23.61,-34.56,3.36666382942,0.306060348129,0.341355100343,0.0310322818494,65.0,2181512.0,0.0,58.0,
NMC0486,42.0,10.0,23.0,21.0,27.0,-11.0,-13.58,10.1452764018,0.281813233383,0.341355100343,0.00948208612064,332.0,9787217.0,0.0,191.0,
KMB0922,43.0,43.0,17.0,24.0,27.0,-19.37,-28.86,4.34605507132,0.310432505094,0.286702672782,0.0204787623416,280.0,8210635.0,253.0,165.0,
CFM0767,46.0,23.0,22.0,35.0,29.0,-20.07,-24.98,1.78524072427,0.297540120712,0.341355100343,0.0568925167239,18.0,668913.0,3.0,18.0,
HAD0246,44.0,39.0,32.0,45.0,38.0,-21.67,-32.59,7.27164130588,0.290865652235,0.30438175398,0.0121752701592,203.0,5875000.0,216.0,150.0,
ANP0555,13.0,40.0,42.0,23.0,28.0,-2.97,-22.16,6.25132116208,0.284150961913,0.341355100343,0.0155161409247,506.0,15249525.0,0.0,200.0,
LBF0214,18.0,44.0,18.0,38.0,28.0,-17.56,-28.44,10.8519460099,0.278255025894,0.341355100343,0.00875269488059,52.0,1494628.0,34.0,49.0,
DJB0159,20.0,37.0,27.0,38.0,37.0,-12.63,-22.71,9.27986382403,0.289995744501,0.32992232246,0.0103100725769,40.0,1275779.0,27.0,37.0,
BWP0202,20.0,36.0,15.0,25.0,28.0,-12.04,-19.73,5.82952616525,0.291476308263,0.341355100343,0.0170677550172,509.0,15056814.0,366.0,195.0,
CQH0730,21.0,18.0,37.0,49.0,27.0,-14.52,-25.01,10.7506384757,0.275657396813,0.341355100343,0.00875269488059,469.0,13971717.0,147.0,198.0,
JCR0289,32.0,43.0,33.0,33.0,29.0,-15.46,-30.78,2.04149931982,0.291642759975,0.341355100343,0.0487650143347,24.0,738395.0,12.0,24.0,
AES0827,39.0,40.0,34.0,38.0,23.0,-20.42,-36.2,2.23385864383,0.319122663404,0.291982910479,0.0417118443541,19.0,597018.0,0.0,19.0,
SLP0762,26.0,13.0,40.0,18.0,26.0,-1.38,-12.18,1.12190309991,0.280475774979,0.341355100343,0.0853387750858,18.0,564058.0,24.0,17.0,
CLD0894,19.0,21.0,50.0,16.0,36.0,5.2,-9.63,4.1909372459,0.299352660421,0.341355100343,0.0243825071674,82.0,2406129.0,0.0,70.0,
LCD0622,30.0,26.0,13.0,14.0,26.0,-9.69,-14.02,8.68074043964,0.289358014655,0.341355100343,0.0113785033448,185.0,5713645.0,0.0,116.0,
CMB0912,46.0,43.0,16.0,22.0,31.0,-18.7,-26.79,8.93381772145,0.288187668434,0.341355100343,0.0110114548498,444.0,13157665.0,371.0,219.0,
ZKS0899,47.0,20.0,42.0,43.0,30.0,-18.09,-29.12,2.82660166215,0.31406685135,0.341355100343,0.0379283444826,69.0,2024248.0,14.0,53.0,
JCV0245,40.0,44.0,22.0,20.0,27.0,-15.66,-27.51,4.7607151255,0.317381008367,0.341355100343,0.0227570066895,110.0,3306415.0,19.0,82.0,
AMH0794,43.0,42.0,33.0,40.0,31.0,-21.13,-35.02,5.95915421786,0.297957710893,0.341355100343,0.0170677550172,24.0,614521.0,19.0,23.0,
FKB0163,39.0,35.0,25.0,39.0,22.0,-22.54,-33.8,4.247715634,0.303408259572,0.341355100343,0.0243825071674,15.0,488227.0,4.0,14.0,
AKC0924,40.0,44.0,35.0,37.0,27.0,-19.72,-36.04,3.54123187205,0.295102656004,0.286702672782,0.0238918893985,295.0,8679632.0,233.0,159.0,
ILR0304,20.0,22.0,18.0,46.0,30.0,-17.6,-21.6,1.92228310129,0.274611871613,0.341355100343,0.0487650143347,21.0,643173.0,4.0,21.0,
AJF0370,37.0,33.0,11.0,15.0,36.0,-11.44,-14.32,7.13166003387,0.297152501411,0.30438175398,0.0126825730825,370.0,11129020.0,300.0,197.0,
OKC0107,32.0,40.0,16.0,47.0,35.0,-23.81,-30.34,6.12461801148,0.291648476737,0.291982910479,0.013903948118,228.0,6850975.0,154.0,138.0,
OCS0865,29.0,24.0,43.0,35.0,32.0,-9.16,-22.28,7.93686013404,0.293957782742,0.341355100343,0.0126427814942,177.0,5435174.0,168.0,114.0,
UJC0737,16.0,12.0,12.0,38.0,25.0,-14.06,-14.55,7.22482458455,0.267586095724,0.341355100343,0.0126427814942,346.0,10427464.0,273.0,163.0,
MCF0327,39.0,41.0,24.0,44.0,25.0,-25.18,-36.96,7.5296809761,0.289603114465,0.341355100343,0.0131290423209,342.0,9831695.0,0.0,186.0,
SGS0268,47.0,45.0,30.0,19.0,22.0,-16.69,-32.6,3.4474211752,0.287285097933,0.341355100343,0.0284462583619,12.0,325889.0,2.0,12.0,
BNG0237,39.0,36.0,36.0,47.0,27.0,-22.19,-36.49,6.88391242636,0.299300540277,0.30438175398,0.0132339893035,536.0,15706086.0,617.0,215.0,
OSH0655,16.0,21.0,42.0,39.0,28.0,-7.71,-21.11,3.33915592267,0.278262993556,0.341355100343,0.0284462583619,61.0,1955485.0,38.0,54.0,
CSB0080,35.0,19.0,39.0,34.0,36.0,-9.77,-18.81,5.36314541733,0.297952523185,0.341355100343,0.0189641722413,130.0,3806174.0,0.0,91.0,
ERH0449,44.0,15.0,35.0,17.0,25.0,-8.16,-17.02,1.85615471341,0.309359118902,0.286702672782,0.047783778797,21.0,556915.0,0.0,21.0,
EGK0893,21.0,30.0,11.0,47.0,27.0,-22.08,-26.35,2.42810966279,0.269789962533,0.291982910479,0.0324425456088,74.0,2256018.0,6.0,55.0,
MMB0488,21.0,18.0,16.0,24.0,27.0,-9.02,-12.24,9.07131606323,0.292623098814,0.341355100343,0.0110114548498,312.0,9404621.0,156.0,166.0,
ESA0642,32.0,14.0,44.0,30.0,32.0,-6.06,-16.7,3.76263705937,0.289433619951,0.341355100343,0.0262580846418,49.0,1548017.0,0.0,42.0,
CRK0916,32.0,46.0,26.0,19.0,32.0,-10.95,-24.11,3.34533561704,0.304121419731,0.341355100343,0.0310322818494,347.0,10452514.0,96.0,182.0,
BBH0810,40.0,25.0,10.0,21.0,32.0,-14.85,-15.77,4.67125647536,0.29195352971,0.286702672782,0.0179189170489,314.0,9615936.0,0.0,159.0,
JRF0835,44.0,33.0,18.0,37.0,18.0,-25.57,-34.39,1.80402893813,0.300671489689,0.341355100343,0.0568925167239,18.0,620445.0,13.0,18.0,
SJC0333,22.0,39.0,31.0,36.0,29.0,-13.61,-27.51,2.39449007217,0.299311259022,0.286702672782,0.0358378340977,60.0,1899797.0,44.0,53.0,
HCS0003,35.0,28.0,14.0,15.0,30.0,-10.73,-14.8,8.70036846773,0.290012282258,0.297837646493,0.00992792154975,33.0,956674.0,35.0,31.0,
EMB0531,31.0,41.0,31.0,36.0,36.0,-14.95,-27.35,2.63456327534,0.292729252815,0.341355100343,0.0379283444826,56.0,1712335.0,60.0,46.0,
JIM0095,10.0,18.0,21.0,15.0,35.0,1.32,-2.64,6.48614108856,0.27025587869,0.341355100343,0.014223129181,26.0,834539.0,16.0,25.0,
KJS0618,19.0,15.0,20.0,10.0,37.0,1.48,-0.46,8.78915402232,0.274661063197,0.291982910479,0.00912446595247,200.0,5981811.0,127.0,116.0,
EBC0390,40.0,40.0,40.0,22.0,33.0,-9.94,-25.91,7.98325281188,0.307048185072,0.30438175398,0.0117069905377,28.0,844016.0,0.0,27.0,
WGS0516,11.0,20.0,39.0,20.0,29.0,1.61,-10.8,2.96855459527,0.296855459527,0.341355100343,0.0341355100343,59.0,1650363.0,0.0,54.0,
NGF0157,45.0,38.0,22.0,46.0,32.0,-26.18,-34.43,4.99692324044,0.293936661202,0.341355100343,0.0200797117849,19.0,609682.0,15.0,17.0,
KAT0489,22.0,41.0,36.0,23.0,26.0,-7.81,-25.07,8.99372771144,0.299790923715,0.341355100343,0.0113785033448,305.0,9019768.0,317.0,164.0,
CCH0685,47.0,24.0,42.0,34.0,29.0,-15.1,-27.66,5.96830519615,0.298415259807,0.341355100343,0.0170677550172,153.0,4505116.0,153.0,103.0,
DMM0623,36.0,27.0,21.0,39.0,30.0,-19.44,-25.29,10.594219765,0.302691993285,0.341355100343,0.00975300286695,172.0,5096830.0,200.0,118.0,
SAH0599,13.0,22.0,44.0,18.0,22.0,1.12,-15.25,1.06579377766,0.266448444415,0.341355100343,0.0853387750858,15.0,446717.0,12.0,15.0,
CPG0322,17.0,13.0,19.0,24.0,36.0,-4.11,-5.17,9.19823751285,0.278734470086,0.286702672782,0.00868795978127,311.0,9299986.0,303.0,179.0,
OBH0499,35.0,18.0,41.0,16.0,34.0,-1.85,-12.17,7.35970384872,0.30665432703,0.341355100343,0.014223129181,288.0,8632240.0,255.0,161.0,
SNS0129,26.0,10.0,43.0,35.0,30.0,-6.5,-16.31,5.39041300134,0.283705947439,0.341355100343,0.0179660579128,20.0,606803.0,13.0,20.0,
PKB0429,34.0,42.0,43.0,40.0,22.0,-18.09,-38.2,3.71453302586,0.285733309682,0.291982910479,0.022460223883,125.0,3970731.0,57.0,103.0,
NAH0503,33.0,17.0,23.0,35.0,38.0,-12.8,-14.98,8.33697346476,0.287481843612,0.341355100343,0.0117708655291,295.0,8691815.0,274.0,171.0,
FRB0023,45.0,14.0,12.0,14.0,14.0,-15.4,-18.01,2.99922601459,0.272656910418,0.341355100343,0.0310322818494,12.0,376655.0,11.0,12.0,
